,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,threshold,adj_p_signi,thr_signi
ZFP36L2,8.4200766222768e-16,0.560758434187851,0.739,0.618,1.15472930797904e-11,0,ZFP36L2,Up,Highly,Up_Highly
BLOC1S1,9.04655968054962e-16,-0.766835524701143,0.182,0.355,1.24064519459057e-11,0,BLOC1S1,Down,Highly,Down_Highly
PSME2,9.18905738565422e-16,-0.734520171489632,0.428,0.594,1.26018732986862e-11,0,PSME2,Down,Highly,Down_Highly
PTPN6,9.54280816150585e-16,-1.1623347556257,0.172,0.333,1.30870071126891e-11,0,PTPN6,Down,Highly,Down_Highly
PSMA7,1.00962103908622e-15,-0.671856031024918,0.428,0.605,1.38459429300285e-11,0,PSMA7,Down,Highly,Down_Highly
SUPT4H1,1.52952972797222e-15,-1.15217890264786,0.167,0.33,2.0975970689411e-11,0,SUPT4H1,Down,Highly,Down_Highly
GLIPR2,1.63036046720213e-15,-1.19631976984293,0.109,0.261,2.235876344721e-11,0,GLIPR2,Down,Highly,Down_Highly
DNAJB1,1.90879847134564e-15,0.95323668146309,0.392,0.256,2.61772622360341e-11,0,DNAJB1,Up,Highly,Up_Highly
GIMAP5,2.21079557887561e-15,0.749828077101153,0.389,0.245,3.03188505687001e-11,0,GIMAP5,Up,Highly,Up_Highly
ATP6V1F,3.35624164655578e-15,-0.967384132445906,0.241,0.416,4.6027497940866e-11,0,ATP6V1F,Down,Highly,Down_Highly
COX5A,3.4757423113806e-15,-0.882657020908469,0.224,0.394,4.76663300582735e-11,0,COX5A,Down,Highly,Down_Highly
DYNLL1,8.52726041779037e-15,-1.05542415484603,0.214,0.381,1.16942849369577e-10,0,DYNLL1,Down,Highly,Down_Highly
TAGLN2,9.3246627757062e-15,-0.806130816368722,0.379,0.552,1.27878425306035e-10,0,TAGLN2,Down,Highly,Down_Highly
SH3BGRL,1.06759669350829e-14,-0.882621828444911,0.319,0.482,1.46410210547727e-10,0,SH3BGRL,Down,Highly,Down_Highly
PGLS,1.11948452225847e-14,-0.738996210560922,0.181,0.336,1.53526107382527e-10,0,PGLS,Down,Highly,Down_Highly
RBX1,1.33337202692029e-14,-0.940885208128472,0.17,0.333,1.82858639771849e-10,0,RBX1,Down,Highly,Down_Highly
ALDOA,1.49768045975503e-14,-0.587535616585322,0.625,0.726,2.05391898250805e-10,0,ALDOA,Down,Highly,Down_Highly
LSP1,1.65544448765146e-14,-0.512844361329731,0.425,0.583,2.27027657036522e-10,0,LSP1,Down,Highly,Down_Highly
GSTO1,1.91374924643114e-14,-1.15893626167292,0.174,0.329,2.62451571655567e-10,0,GSTO1,Down,Highly,Down_Highly
SEC11A,2.37137767566382e-14,-0.909180808966548,0.207,0.37,3.25210734440537e-10,0,SEC11A,Down,Highly,Down_Highly
ATP5G2,3.39758503684497e-14,-0.518033961166657,0.779,0.83,4.65944811952919e-10,0,ATP5G2,Down,Highly,Down_Highly
GYPC,3.74462875236402e-14,0.824701018507718,0.391,0.255,5.13538387099202e-10,0,GYPC,Up,Highly,Up_Highly
ID2,4.39228812550139e-14,-0.982866151835262,0.269,0.426,6.02358393531261e-10,0,ID2,Down,Highly,Down_Highly
CD99,5.13572809563934e-14,-0.633706379772062,0.389,0.542,7.0431375103598e-10,0,CD99,Down,Highly,Down_Highly
GLRX,9.96496537600575e-14,-0.882588620133555,0.256,0.412,1.36659535166543e-09,0,GLRX,Down,Highly,Down_Highly
BAX,1.19315325958647e-13,-0.941513040803285,0.19,0.344,1.63629038019688e-09,0,BAX,Down,Highly,Down_Highly
PGAM1,1.7968484483524e-13,-1.05048533107775,0.129,0.272,2.46419796207048e-09,0,PGAM1,Down,Highly,Down_Highly
SERPINB1,2.13958907832483e-13,-0.837189779134498,0.249,0.401,2.93423246201467e-09,0,SERPINB1,Down,Highly,Down_Highly
ACAP1,2.2607550225083e-13,0.964968016561867,0.401,0.268,3.10039943786788e-09,0,ACAP1,Up,Highly,Up_Highly
PRR13,2.97588586441698e-13,-0.709104600968028,0.355,0.524,4.08112987446144e-09,0,PRR13,Down,Highly,Down_Highly
WDR83OS,3.50030447582155e-13,-0.709634358608981,0.228,0.386,4.80031755814167e-09,0,WDR83OS,Down,Highly,Down_Highly
SLC25A5,6.43005431695975e-13,-0.636665634945237,0.386,0.545,8.81817649027859e-09,0,SLC25A5,Down,Highly,Down_Highly
CASP4,8.12241817489891e-13,-0.983282112641937,0.201,0.355,1.11390842850564e-08,0,CASP4,Down,Highly,Down_Highly
LAPTM5,8.22602786004169e-13,-0.506207227348979,0.716,0.812,1.12811746072612e-08,0,LAPTM5,Down,Highly,Down_Highly
LAMTOR2,1.26240501009593e-12,-1.16710978926543,0.124,0.257,1.73126223084556e-08,0,LAMTOR2,Down,Highly,Down_Highly
PEBP1,1.4615063928548e-12,0.63324989411783,0.476,0.344,2.00430986716107e-08,0,PEBP1,Up,Highly,Up_Highly
GNG5,2.57940986059622e-12,-0.695906113956802,0.184,0.33,3.53740268282166e-08,0,GNG5,Down,Highly,Down_Highly
GNAS,3.90631540497416e-12,-0.777540253082765,0.187,0.337,5.35712094638156e-08,0,GNAS,Down,Highly,Down_Highly
VAMP5,5.02856073562509e-12,-1.25265968360349,0.128,0.256,6.89616819283625e-08,0,VAMP5,Down,Highly,Down_Highly
ARPC5,7.85376519587688e-12,-0.689864468206354,0.418,0.558,1.07706535896255e-07,0,ARPC5,Down,Highly,Down_Highly
ATP6V0E1,7.91292061990958e-12,-0.703000779130925,0.443,0.602,1.0851779338144e-07,0,ATP6V0E1,Down,Highly,Down_Highly
AHNAK,8.16355626365562e-12,-0.85558840601285,0.168,0.311,1.11955010599773e-07,0,AHNAK,Down,Highly,Down_Highly
CSTB,1.32592723416474e-11,-0.785709015026894,0.26,0.403,1.81837660893352e-07,0,CSTB,Down,Highly,Down_Highly
PLAC8,1.49227444007368e-11,-0.847797059443376,0.355,0.486,2.04650516711705e-07,0,PLAC8,Down,Highly,Down_Highly
LAMTOR5,1.66605838167607e-11,-0.880442508448863,0.172,0.315,2.28483246463057e-07,0,LAMTOR5,Down,Highly,Down_Highly
NDUFB7,1.74701717501675e-11,-0.804486043942946,0.182,0.322,2.39585935381797e-07,0,NDUFB7,Down,Highly,Down_Highly
RGS10,2.16563774776363e-11,0.592295591915397,0.501,0.384,2.96995560728304e-07,0,RGS10,Up,Highly,Up_Highly
ARHGDIA,2.74302720343841e-11,-0.695410797447678,0.182,0.326,3.76178750679544e-07,0,ARHGDIA,Down,Highly,Down_Highly
LAT,2.98838864426088e-11,0.78829570890834,0.305,0.189,4.09827618673937e-07,0,LAT,Up,Highly,Up_Highly
ATP5J2,3.52809720211108e-11,-0.584010707642127,0.217,0.363,4.83843250297513e-07,0,ATP5J2,Down,Highly,Down_Highly
ANXA1,4.29691933361857e-11,-0.596545778671806,0.494,0.623,5.89279517412451e-07,0,ANXA1,Down,Highly,Down_Highly
PRDX5,6.43686559842655e-11,-0.822407533034571,0.249,0.39,8.82751748168217e-07,0,PRDX5,Down,Highly,Down_Highly
MYO1G,7.94503802793198e-11,-0.916398266451568,0.138,0.266,1.08958251515059e-06,0,MYO1G,Down,Highly,Down_Highly
HCLS1,9.68171828608919e-11,-0.541178441962822,0.274,0.42,1.32775084575427e-06,0,HCLS1,Down,Highly,Down_Highly
RTN4,1.17982610160384e-10,-0.966604054899079,0.147,0.272,1.61801351573951e-06,0,RTN4,Down,Highly,Down_Highly
COX8A,1.39634924385801e-10,-0.6086508163258,0.276,0.422,1.91495335302687e-06,0,COX8A,Down,Highly,Down_Highly
OCIAD2,1.82990163984762e-10,0.703542466073362,0.307,0.197,2.50952710888703e-06,0,OCIAD2,Up,Highly,Up_Highly
COPE,1.9684721371897e-10,-0.599271170415257,0.319,0.474,2.69956268894195e-06,0,COPE,Down,Highly,Down_Highly
CLTA,2.93502013159985e-10,-0.839700009171745,0.193,0.322,4.02508660847603e-06,0,CLTA,Down,Highly,Down_Highly
PPP4C,3.50010517977411e-10,-0.667742771419156,0.188,0.326,4.80004424354221e-06,0,PPP4C,Down,Highly,Down_Highly
SLC2A3,4.12724070613278e-10,0.729341784294751,0.328,0.222,5.66009790439049e-06,0,SLC2A3,Up,Highly,Up_Highly
RAB5C,4.15317756318144e-10,-0.850654847450108,0.184,0.312,5.69566771014703e-06,0,RAB5C,Down,Highly,Down_Highly
P4HB,5.8255571391661e-10,-0.791955902967378,0.145,0.267,7.98916906065239e-06,0,P4HB,Down,Highly,Down_Highly
LAMTOR4,9.18764890123271e-10,-0.65652427398056,0.431,0.551,1.25999417031505e-05,0,LAMTOR4,Down,Highly,Down_Highly
ATP5B,9.31887974478728e-10,-0.613784263783704,0.305,0.438,1.27799116820013e-05,0,ATP5B,Down,Highly,Down_Highly
PSMD4,1.04889126745102e-09,-0.73267017625502,0.187,0.318,1.43844948418233e-05,0,PSMD4,Down,Highly,Down_Highly
ARF5,1.06607138401726e-09,-0.625206266249613,0.2,0.332,1.46201029604128e-05,0,ARF5,Down,Highly,Down_Highly
EIF6,1.07048995254388e-09,-0.77512147437687,0.136,0.256,1.46806992091868e-05,0,EIF6,Down,Highly,Down_Highly
CSK,1.22351422565401e-09,-0.818960010175711,0.132,0.251,1.67792740906191e-05,0,CSK,Down,Highly,Down_Highly
SDCBP,1.33252575492155e-09,-0.801539818014613,0.154,0.275,1.82742582029941e-05,0,SDCBP,Down,Highly,Down_Highly
ALOX5AP,1.38713966453205e-09,-0.841969286958182,0.152,0.263,1.90232333593926e-05,0,ALOX5AP,Down,Highly,Down_Highly
BUD31,1.64976486396167e-09,-0.66692559258708,0.161,0.287,2.26248753443703e-05,0,BUD31,Down,Highly,Down_Highly
PDIA6,1.69942337014313e-09,-0.571638826873237,0.151,0.269,2.33058920981429e-05,0,PDIA6,Down,Highly,Down_Highly
SOD1,2.20855700476509e-09,0.513444862379923,0.578,0.485,3.02881507633485e-05,0,SOD1,Up,Highly,Up_Highly
PRDX2,2.52651306538158e-09,0.692245711373019,0.364,0.261,3.4648600178643e-05,0,PRDX2,Up,Highly,Up_Highly
ZNHIT1,3.36456988892667e-09,-0.742148810027384,0.182,0.306,4.61417114567404e-05,0,ZNHIT1,Down,Highly,Down_Highly
C10orf54,3.54419411603505e-09,-0.626974940436175,0.282,0.401,4.86050781073047e-05,0,C10orf54,Down,Highly,Down_Highly
TCEB2,3.63617290982243e-09,-0.551186966768409,0.392,0.52,4.98664752853048e-05,0,TCEB2,Down,Highly,Down_Highly
GDI2,4.21487774611217e-09,-0.763775349526822,0.211,0.334,5.78028334101824e-05,0,GDI2,Down,Highly,Down_Highly
NDUFS6,4.43254245812241e-09,-0.775346665109304,0.145,0.258,6.07878872706907e-05,0,NDUFS6,Down,Highly,Down_Highly
PSMD8,8.12597445564950e-09,-0.596551126004721,0.204,0.33,0.000111439613684777,0,PSMD8,Down,Highly,Down_Highly
NDUFA13,8.64857272791764e-09,-0.529962877946428,0.361,0.494,0.000118606526390663,0,NDUFA13,Down,Highly,Down_Highly
POLD4,8.92537311796686e-09,-0.736511219853216,0.256,0.376,0.000122402566939798,0,POLD4,Down,Highly,Down_Highly
PTP4A2,9.89413051446569e-09,-0.802067727823048,0.154,0.268,0.000135688105875382,0,PTP4A2,Down,Highly,Down_Highly
PRDX1,1.16304314834984e-08,-0.632918744508858,0.214,0.336,0.000159499737364698,0,PRDX1,Down,Highly,Down_Highly
PPA1,1.26946890360761e-08,0.607613728279226,0.381,0.29,0.000174094965440747,0,PPA1,Up,Highly,Up_Highly
BSG,1.42336106751052e-08,-0.692226048206435,0.164,0.277,0.000195199736798393,0,BSG,Down,Highly,Down_Highly
SRSF9,1.7096304326728e-08,-0.709170899452713,0.214,0.338,0.000234458717536748,0,SRSF9,Down,Highly,Down_Highly
CD97,2.16534579111073e-08,-0.762082511657483,0.144,0.251,0.000296955521792926,0,CD97,Down,Highly,Down_Highly
UQCRFS1,2.88108158995042e-08,-0.587825205466801,0.197,0.316,0.0003951115292458,0,UQCRFS1,Down,Highly,Down_Highly
COX5B,3.1386646677258e-08,-0.625560636775315,0.418,0.529,0.000430436472531916,0,COX5B,Down,Highly,Down_Highly
UCP2,3.42851962582852e-08,-0.532882031422373,0.463,0.587,0.000470187181486123,0,UCP2,Down,Highly,Down_Highly
BTG2,4.02950496757004e-08,0.648662295213695,0.424,0.334,0.000552606311252555,0,BTG2,Up,Highly,Up_Highly
RNH1,4.44339829493662e-08,-0.57945271203046,0.22,0.335,0.000609367642167607,0,RNH1,Down,Highly,Down_Highly
UBE2I,5.83551010230668e-08,-0.560087125276174,0.241,0.366,0.000800281855430338,0,UBE2I,Down,Highly,Down_Highly
SCP2,5.86588031976738e-08,-0.845171875088225,0.188,0.301,0.000804446827052899,0,SCP2,Down,Highly,Down_Highly
TRAF3IP3,7.67253710146551e-08,0.622199726973344,0.534,0.461,0.00105221173809498,0,TRAF3IP3,Up,Highly,Up_Highly
PPP1R18,9.52915178691355e-08,-0.708377676410538,0.203,0.313,0.00130682787605732,0,PPP1R18,Down,Highly,Down_Highly
RSL1D1,1.13346952189513e-07,0.648617579986971,0.394,0.303,0.00155444010232698,0,RSL1D1,Up,Highly,Up_Highly
CALR,1.18746340099325e-07,-0.624387988285161,0.194,0.306,0.00162848730812215,0,CALR,Down,Highly,Down_Highly
CSNK2B,1.29110703417154e-07,-0.705576489135532,0.251,0.37,0.00177062418666285,0,CSNK2B,Down,Highly,Down_Highly
OSTF1,1.44189334472668e-07,-0.582079402646815,0.226,0.337,0.00197741253295816,0,OSTF1,Down,Highly,Down_Highly
TPM3,1.63272648794454e-07,-0.542778302127743,0.384,0.503,0.00223912110556715,0,TPM3,Down,Highly,Down_Highly
COX6A1,1.8666649705598e-07,-0.519858815369862,0.391,0.505,0.0025599443406257,0,COX6A1,Down,Highly,Down_Highly
YWHAQ,2.31175101242233e-07,-0.581633570397813,0.208,0.314,0.00317033533843599,0,YWHAQ,Down,Highly,Down_Highly
ST13,2.64678245965193e-07,0.503739094345511,0.461,0.378,0.00362979746516666,0,ST13,Up,Highly,Up_Highly
MSN,2.69342960382662e-07,-0.635789015513617,0.203,0.312,0.00369376935868782,0,MSN,Down,Highly,Down_Highly
RAB7A,2.93874531778561e-07,-0.729317452857275,0.231,0.339,0.00403019532881118,0,RAB7A,Down,Highly,Down_Highly
SPOCK2,3.0618412737566e-07,0.589788203492969,0.276,0.187,0.0041990091228298,0,SPOCK2,Up,Highly,Up_Highly
JTB,3.51548285844856e-07,-0.633319859645834,0.328,0.458,0.00482113319207635,0,JTB,Down,Highly,Down_Highly
CCDC109B,4.51219558585795e-07,0.713856722523121,0.385,0.301,0.00618802502644559,0,CCDC109B,Up,Highly,Up_Highly
GUK1,5.36565401755334e-07,-0.50105441875447,0.392,0.51,0.00735845791967265,0,GUK1,Down,Highly,Down_Highly
MAP1LC3B,6.16659104451469e-07,-0.626728395022941,0.175,0.276,0.00845686295844745,0,MAP1LC3B,Down,Highly,Down_Highly
MZT2B,7.52555950759708e-07,0.572987618451988,0.434,0.356,0.0103205523087186,0,MZT2B,Up,Lowly,Up_Lowly
CRIP1,9.27996474907489e-07,-0.522652100524149,0.286,0.396,0.0127265436568813,0,CRIP1,Down,Lowly,Down_Lowly
TCF25,9.61309031547463e-07,-0.542590754559784,0.177,0.278,0.0131833920586419,0,TCF25,Down,Lowly,Down_Lowly
CHMP2A,1.01790152518943e-06,-0.592092621237943,0.185,0.288,0.0139595015164478,0,CHMP2A,Down,Lowly,Down_Lowly
DBNL,1.04364966401751e-06,-0.689963357607578,0.168,0.264,0.0143126114923361,0,DBNL,Down,Lowly,Down_Lowly
SAMHD1,1.81043325415661e-06,-0.679064271732352,0.171,0.266,0.0248282816475038,0,SAMHD1,Down,Lowly,Down_Lowly
TMEM219,2.75063452098894e-06,-0.550486232869994,0.195,0.3,0.0377222018208423,0,TMEM219,Down,Lowly,Down_Lowly
PRDX6,2.96907962607403e-06,-0.541576774879257,0.208,0.312,0.0407179579919792,0,PRDX6,Down,Lowly,Down_Lowly
RPS19BP1,3.06719297385946e-06,-0.706761092088319,0.175,0.27,0.0420634844435086,0,RPS19BP1,Down,Lowly,Down_Lowly
SNRPB,3.09303943950507e-06,-0.587093786294997,0.264,0.372,0.0424179428733725,0,SNRPB,Down,Lowly,Down_Lowly
ANXA6,3.42519003651384e-06,-0.656243647983969,0.221,0.319,0.0469730561607508,0,ANXA6,Down,Lowly,Down_Lowly
S100A8.1,0,6.59271147886597,0.967,0.121,0,1,S100A8,Up,Highly,Up_Highly
LGALS2.1,0,5.39983132676226,0.9,0.059,0,1,LGALS2,Up,Highly,Up_Highly
FCN1.1,0,4.12246175622135,0.953,0.147,0,1,FCN1,Up,Highly,Up_Highly
S100A9.1,0,6.08537091408148,0.994,0.215,0,1,S100A9,Up,Highly,Up_Highly
CD14,4.40136598968197e-294,5.795209297065,0.66,0.029,6.03603331824986e-290,1,CD14,Up,Highly,Up_Highly
TYROBP.1,6.56632072544068e-291,3.27635197439402,0.994,0.264,9.00505224286935e-287,1,TYROBP,Up,Highly,Up_Highly
MS4A6A,5.35890839467945e-279,5.30050087783444,0.68,0.042,7.3492069724634e-275,1,MS4A6A,Up,Highly,Up_Highly
CST3.1,2.2675241882905e-275,3.21053557511982,0.992,0.266,3.1096826718216e-271,1,CST3,Up,Highly,Up_Highly
LYZ.1,9.72745368509084e-271,4.67183411228192,0.998,0.517,1.33402299837336e-266,1,LYZ,Up,Highly,Up_Highly
TYMP.1,2.2041197596543e-241,3.11783401716974,0.912,0.223,3.02272983838991e-237,1,TYMP,Up,Highly,Up_Highly
CFD.1,5.32637117388872e-238,3.15925337413968,0.784,0.105,7.30458542787098e-234,1,CFD,Up,Highly,Up_Highly
AIF1.1,7.4672105267999e-238,2.60312358548437,0.959,0.243,1.02405325164534e-233,1,AIF1,Up,Highly,Up_Highly
LST1.1,1.81813156186831e-237,2.36648705453992,0.959,0.221,2.4933856239462e-233,1,LST1,Up,Highly,Up_Highly
LGALS1.1,1.31101601372095e-234,2.78954416362477,0.98,0.363,1.79792736121691e-230,1,LGALS1,Up,Highly,Up_Highly
FTL.1,4.56118930384345e-221,2.65797446132769,1,0.985,6.2552150112909e-217,1,FTL,Up,Highly,Up_Highly
GPX1.1,5.67950130708414e-218,2.5761519534989,0.921,0.31,7.78886809253519e-214,1,GPX1,Up,Highly,Up_Highly
GRN.1,7.24967492632304e-215,3.59160692946558,0.747,0.127,9.94220419395942e-211,1,GRN,Up,Highly,Up_Highly
GSTP1.1,1.56691558709151e-214,2.88012456427525,0.935,0.353,2.14886803613729e-210,1,GSTP1,Up,Highly,Up_Highly
S100A6.1,1.88419009290393e-206,2.10488072270386,0.992,0.734,2.58397829340845e-202,1,S100A6,Up,Highly,Up_Highly
MALAT1.1,2.15553324706514e-205,-1.64786679559147,1,1,2.95609829502514e-201,1,MALAT1,Down,Highly,Down_Highly
FTH1.1,2.43437357280233e-205,2.25042986110277,1,0.986,3.33849991774111e-201,1,FTH1,Up,Highly,Up_Highly
FCER1G.1,3.65595080946274e-200,2.07152667990384,0.937,0.228,5.0137709400972e-196,1,FCER1G,Up,Highly,Up_Highly
CTSS.1,5.47891966184229e-191,2.38830942355356,0.941,0.423,7.51379042425052e-187,1,CTSS,Up,Highly,Up_Highly
CD68.1,6.80843790605408e-191,3.00376004887407,0.711,0.11,9.33709174436257e-187,1,CD68,Up,Highly,Up_Highly
S100A4.1,1.27138629034282e-183,1.70733868579488,1,0.771,1.74357915857614e-179,1,S100A4,Up,Highly,Up_Highly
NPC2.1,1.62741549143484e-177,2.55317279897752,0.876,0.313,2.23183760495374e-173,1,NPC2,Up,Highly,Up_Highly
CEBPD.1,3.63301562333972e-177,3.23120654674868,0.682,0.121,4.9823176258481e-173,1,CEBPD,Up,Highly,Up_Highly
LGALS3.1,4.72234073148869e-177,3.1386551735405,0.713,0.141,6.47621807916359e-173,1,LGALS3,Up,Highly,Up_Highly
CDA,1.31848231119723e-172,3.6151001864389,0.544,0.057,1.80816664157588e-168,1,CDA,Up,Highly,Up_Highly
OAZ1.1,1.63787764698513e-172,1.47552590071584,0.994,0.888,2.24618540507541e-168,1,OAZ1,Up,Highly,Up_Highly
S100A11.1,8.07550241043695e-172,2.07543509031696,0.949,0.432,1.10747440056732e-167,1,S100A11,Up,Highly,Up_Highly
AP1S2.1,9.30129874699452e-170,2.93131869557303,0.756,0.195,1.27558011016283e-165,1,AP1S2,Up,Highly,Up_Highly
PSAP.1,3.887218161926e-169,2.16051437977209,0.914,0.414,5.33093098726532e-165,1,PSAP,Up,Highly,Up_Highly
SAT1.1,2.48021451091097e-168,2.07637260025374,0.965,0.504,3.40136618026331e-164,1,SAT1,Up,Highly,Up_Highly
RPS27A.1,1.55702317365446e-167,-1.68030519458209,0.896,0.989,2.13530158034973e-163,1,RPS27A,Down,Highly,Down_Highly
SERPINA1.1,8.94845464214092e-165,2.55295744392727,0.717,0.139,1.22719106962321e-160,1,SERPINA1,Up,Highly,Up_Highly
CFP.1,5.06650450297197e-164,3.08038656047486,0.644,0.11,6.94820427537577e-160,1,CFP,Up,Highly,Up_Highly
NCF2,3.66401719556967e-162,3.59069044616889,0.58,0.083,5.02483318200425e-158,1,NCF2,Up,Highly,Up_Highly
CSF3R,2.03688892100547e-159,4.33146061606972,0.46,0.038,2.7933894662669e-155,1,CSF3R,Up,Highly,Up_Highly
COTL1.1,4.51230288979385e-157,1.79754101141546,0.965,0.55,6.18817218306329e-153,1,COTL1,Up,Highly,Up_Highly
BLVRB,4.13881405612857e-156,3.62476086551561,0.546,0.075,5.67596959657471e-152,1,BLVRB,Up,Highly,Up_Highly
NUP214,3.79013175404273e-152,3.71968720956763,0.513,0.063,5.19778668749419e-148,1,NUP214,Up,Highly,Up_Highly
RPS27.1,9.26843667209028e-152,-1.21859901058823,0.984,0.995,1.27107340521046e-147,1,RPS27,Down,Highly,Down_Highly
IFI30,1.99388056513778e-150,2.90002007092487,0.556,0.076,2.73440780702995e-146,1,IFI30,Up,Highly,Up_Highly
ALDH2,3.74434400907897e-148,3.84736286845648,0.436,0.037,5.13499337405089e-144,1,ALDH2,Up,Highly,Up_Highly
CYBA.1,8.25454794934898e-148,1.37675501124639,0.99,0.811,1.13202870577372e-143,1,CYBA,Up,Highly,Up_Highly
ASGR1,1.02109072848606e-147,5.60687211257088,0.36,0.016,1.40032382504579e-143,1,ASGR1,Up,Highly,Up_Highly
RPL23A.1,1.1310646797182e-146,-1.14963825867239,0.978,0.992,1.55114210176554e-142,1,RPL23A,Down,Highly,Down_Highly
GABARAP.1,1.39542838381077e-146,2.11247565904747,0.868,0.402,1.91369048555809e-142,1,GABARAP,Up,Highly,Up_Highly
RPSA.1,1.00207872395833e-143,-1.55501446218551,0.845,0.977,1.37425076203645e-139,1,RPSA,Down,Highly,Down_Highly
FCGRT.1,1.00211407308501e-141,3.05364267230054,0.64,0.14,1.37429923982879e-137,1,FCGRT,Up,Highly,Up_Highly
RPL9.1,7.21869689921152e-140,-1.34626913162846,0.921,0.988,9.89972092757868e-136,1,RPL9,Down,Highly,Down_Highly
FPR1,9.61127292324285e-140,4.04659018345732,0.42,0.038,1.31808996869352e-135,1,FPR1,Up,Highly,Up_Highly
PTPRCAP,2.97879587193898e-139,-4.2166979740852,0.108,0.759,4.08512065877711e-135,1,PTPRCAP,Down,Highly,Down_Highly
FOLR3,5.80426478396744e-139,7.14944879598353,0.297,0.005,7.95996872473295e-135,1,FOLR3,Up,Highly,Up_Highly
RPL21.1,1.48036842280358e-138,-1.18303941787219,0.988,0.991,2.03017725503284e-134,1,RPL21,Down,Highly,Down_Highly
PYCARD.1,2.26793966463755e-137,2.08614783656104,0.8,0.274,3.11025245608393e-133,1,PYCARD,Up,Highly,Up_Highly
SPI1.1,1.7373001821433e-135,2.5441683353104,0.623,0.12,2.38253346979132e-131,1,SPI1,Up,Highly,Up_Highly
LTB.1,2.40001884692292e-135,-3.82933471319142,0.244,0.803,3.2913858466701e-131,1,LTB,Down,Highly,Down_Highly
TKT.1,3.53476054651995e-135,2.27836292217801,0.772,0.256,4.84757061349746e-131,1,TKT,Up,Highly,Up_Highly
BRI3.1,4.31307488687832e-132,2.75086256154311,0.593,0.116,5.91495089986492e-128,1,BRI3,Up,Highly,Up_Highly
RBP7,1.48292079057959e-131,5.0818683159144,0.318,0.013,2.03367757220086e-127,1,RBP7,Up,Highly,Up_Highly
RPS3A.1,3.48420789566314e-130,-1.34106520524861,0.937,0.989,4.77824270811243e-126,1,RPS3A,Down,Highly,Down_Highly
SLC7A7,1.631988015597e-129,3.37817088743776,0.468,0.061,2.23810836458973e-125,1,SLC7A7,Up,Highly,Up_Highly
TSPO.1,4.43185342617566e-129,2.13802919072969,0.843,0.392,6.0778437886573e-125,1,TSPO,Up,Highly,Up_Highly
RAC1.1,2.30297571928373e-128,2.08092536607581,0.839,0.346,3.15830090142571e-124,1,RAC1,Up,Highly,Up_Highly
S100A12,1.3858493960397e-123,6.77296531285193,0.275,0.006,1.90055386172885e-119,1,S100A12,Up,Highly,Up_Highly
RPL3.1,5.22118502441839e-123,-0.977964480703145,0.994,0.995,7.16033314248738e-119,1,RPL3,Down,Highly,Down_Highly
TNFSF13B,1.35702705096112e-121,3.39407541429223,0.501,0.085,1.86102689768808e-117,1,TNFSF13B,Up,Highly,Up_Highly
IFITM3.1,3.31752779114699e-118,2.2421040843502,0.611,0.135,4.54965761277898e-114,1,IFITM3,Up,Highly,Up_Highly
RNF130,3.70546522656267e-116,2.98507289188368,0.521,0.101,5.08167501170805e-112,1,RNF130,Up,Highly,Up_Highly
VCAN,5.62025927084765e-116,3.86739267547715,0.369,0.035,7.70762356404047e-112,1,VCAN,Up,Highly,Up_Highly
IGSF6,8.10874078285315e-116,3.70261865265259,0.393,0.044,1.11203271096048e-111,1,IGSF6,Up,Highly,Up_Highly
PLBD1,1.03462024200332e-115,4.50075888160515,0.346,0.029,1.41887819988335e-111,1,PLBD1,Up,Highly,Up_Highly
MNDA,1.07723129803482e-115,3.39512372092061,0.43,0.058,1.47731500212495e-111,1,MNDA,Up,Highly,Up_Highly
RPS6.1,1.51629065037649e-111,-0.860806921796109,0.996,0.995,2.07944099792632e-107,1,RPS6,Down,Highly,Down_Highly
APOBEC3A,3.78239830121936e-111,3.40494027347359,0.42,0.058,5.18718103029223e-107,1,APOBEC3A,Up,Highly,Up_Highly
GAPDH.1,3.01126028367256e-110,1.30843262558165,0.959,0.816,4.12964235302854e-106,1,GAPDH,Up,Highly,Up_Highly
BST1,1.40817661855286e-109,4.39856244556875,0.31,0.021,1.93117341468339e-105,1,BST1,Up,Highly,Up_Highly
RPL31.1,1.84815749397397e-109,-1.11298716783055,0.906,0.986,2.5345631872359e-105,1,RPL31,Down,Highly,Down_Highly
