	V1	V2
ST7-OT4-AC004490.1	ST7-OT4	AC004490.1
STAM-AS1-AC004490.1	STAM-AS1	AC004490.1
TEX41-AC004490.1	TEX41	AC004490.1
TMCC1-AS1-AC004490.1	TMCC1-AS1	AC004490.1
UG0898H09-AC004490.1	UG0898H09	AC004490.1
VENTXP1-AC004490.1	VENTXP1	AC004490.1
ZFY-AS1-AC004490.1	ZFY-AS1	AC004490.1
AC087501.1-AC005224.2	AC087501.1	AC005224.2
AFAP1-AS1-AC005224.2	AFAP1-AS1	AC005224.2
AP000253.1-AC005224.2	AP000253.1	AC005224.2
ARHGEF7-AS2-AC005224.2	ARHGEF7-AS2	AC005224.2
ARNTL2-AS1-AC005224.2	ARNTL2-AS1	AC005224.2
BPESC1-AC005224.2	BPESC1	AC005224.2
CADM2-AS1-AC005224.2	CADM2-AS1	AC005224.2
CASC22-AC005224.2	CASC22	AC005224.2
CSTF3-AS1-AC005224.2	CSTF3-AS1	AC005224.2
ERVMER61-1-AC005224.2	ERVMER61-1	AC005224.2
FRY-AS1-AC005224.2	FRY-AS1	AC005224.2
GS1-24F4.2-AC005224.2	GS1-24F4.2	AC005224.2
HECW1-IT1-AC005224.2	HECW1-IT1	AC005224.2
HIPK1-AS1-AC005224.2	HIPK1-AS1	AC005224.2
HNF4A-AS1-AC005224.2	HNF4A-AS1	AC005224.2
HOTAIR-AC005224.2	HOTAIR	AC005224.2
IGFBP7-AS1-AC005224.2	IGFBP7-AS1	AC005224.2
IGSF11-AS1-AC005224.2	IGSF11-AS1	AC005224.2
LEMD1-AS1-AC005224.2	LEMD1-AS1	AC005224.2
LIFR-AS1-AC005224.2	LIFR-AS1	AC005224.2
LINC00102-AC005224.2	LINC00102	AC005224.2
LINC00276-AC005224.2	LINC00276	AC005224.2
LINC00307-AC005224.2	LINC00307	AC005224.2
LINC00314-AC005224.2	LINC00314	AC005224.2
LINC00323-AC005224.2	LINC00323	AC005224.2
LINC00348-AC005224.2	LINC00348	AC005224.2
LINC00403-AC005224.2	LINC00403	AC005224.2
LINC00485-AC005224.2	LINC00485	AC005224.2
LINC00504-AC005224.2	LINC00504	AC005224.2
LINC00550-AC005224.2	LINC00550	AC005224.2
LINC00558-AC005224.2	LINC00558	AC005224.2
LINC00564-AC005224.2	LINC00564	AC005224.2
LINC00566-AC005224.2	LINC00566	AC005224.2
LINC00615-AC005224.2	LINC00615	AC005224.2
LINC00616-AC005224.2	LINC00616	AC005224.2
LINC00837-AC005224.2	LINC00837	AC005224.2
LINC00862-AC005224.2	LINC00862	AC005224.2
LINC00901-AC005224.2	LINC00901	AC005224.2
LINC01020-AC005224.2	LINC01020	AC005224.2
LINC01021-AC005224.2	LINC01021	AC005224.2
LINC01087-AC005224.2	LINC01087	AC005224.2
LINC01146-AC005224.2	LINC01146	AC005224.2
LINC01233-AC005224.2	LINC01233	AC005224.2
LINC01234-AC005224.2	LINC01234	AC005224.2
LINC01305-AC005224.2	LINC01305	AC005224.2
LINC01360-AC005224.2	LINC01360	AC005224.2
LINC01393-AC005224.2	LINC01393	AC005224.2
LINC01419-AC005224.2	LINC01419	AC005224.2
LINC01426-AC005224.2	LINC01426	AC005224.2
MCHR2-AS1-AC005224.2	MCHR2-AS1	AC005224.2
MIR3663HG-AC005224.2	MIR3663HG	AC005224.2
OTX2-AS1-AC005224.2	OTX2-AS1	AC005224.2
POT1-AS1-AC005224.2	POT1-AS1	AC005224.2
POU6F2-AS2-AC005224.2	POU6F2-AS2	AC005224.2
RNF157-AS1-AC005224.2	RNF157-AS1	AC005224.2
SOX2-OT-AC005224.2	SOX2-OT	AC005224.2
SPATA42-AC005224.2	SPATA42	AC005224.2
STAM-AS1-AC005224.2	STAM-AS1	AC005224.2
TEX41-AC005224.2	TEX41	AC005224.2
UG0898H09-AC005224.2	UG0898H09	AC005224.2
VAC14-AS1-AC005224.2	VAC14-AS1	AC005224.2
VWA8-AS1-AC005224.2	VWA8-AS1	AC005224.2
WASIR1-AC005224.2	WASIR1	AC005224.2
ZFY-AS1-AC005224.2	ZFY-AS1	AC005224.2
AC011997.1-AC005256.1	AC011997.1	AC005256.1
AC087501.1-AC005256.1	AC087501.1	AC005256.1
AFAP1-AS1-AC005256.1	AFAP1-AS1	AC005256.1
AP000253.1-AC005256.1	AP000253.1	AC005256.1
ARHGEF7-AS2-AC005256.1	ARHGEF7-AS2	AC005256.1
ARNTL2-AS1-AC005256.1	ARNTL2-AS1	AC005256.1
BDNF-AS-AC005256.1	BDNF-AS	AC005256.1
BLACAT1-AC005256.1	BLACAT1	AC005256.1
BPESC1-AC005256.1	BPESC1	AC005256.1
CADM2-AS1-AC005256.1	CADM2-AS1	AC005256.1
CCDC26-AC005256.1	CCDC26	AC005256.1
CDKN2B-AS1-AC005256.1	CDKN2B-AS1	AC005256.1
CSTF3-AS1-AC005256.1	CSTF3-AS1	AC005256.1
DAOA-AS1-AC005256.1	DAOA-AS1	AC005256.1
DDX11-AS1-AC005256.1	DDX11-AS1	AC005256.1
DEPDC1-AS1-AC005256.1	DEPDC1-AS1	AC005256.1
ERVMER61-1-AC005256.1	ERVMER61-1	AC005256.1
FAM155A-IT1-AC005256.1	FAM155A-IT1	AC005256.1
FRY-AS1-AC005256.1	FRY-AS1	AC005256.1
GS1-24F4.2-AC005256.1	GS1-24F4.2	AC005256.1
HECW1-IT1-AC005256.1	HECW1-IT1	AC005256.1
HIPK1-AS1-AC005256.1	HIPK1-AS1	AC005256.1
HNF4A-AS1-AC005256.1	HNF4A-AS1	AC005256.1
HOTAIR-AC005256.1	HOTAIR	AC005256.1
IGFBP7-AS1-AC005256.1	IGFBP7-AS1	AC005256.1
IGSF11-AS1-AC005256.1	IGSF11-AS1	AC005256.1
KCNJ2-AS1-AC005256.1	KCNJ2-AS1	AC005256.1
LIFR-AS1-AC005256.1	LIFR-AS1	AC005256.1
LINC00102-AC005256.1	LINC00102	AC005256.1
LINC00276-AC005256.1	LINC00276	AC005256.1
LINC00290-AC005256.1	LINC00290	AC005256.1
LINC00307-AC005256.1	LINC00307	AC005256.1
LINC00314-AC005256.1	LINC00314	AC005256.1
LINC00323-AC005256.1	LINC00323	AC005256.1
LINC00337-AC005256.1	LINC00337	AC005256.1
LINC00358-AC005256.1	LINC00358	AC005256.1
LINC00403-AC005256.1	LINC00403	AC005256.1
LINC00471-AC005256.1	LINC00471	AC005256.1
LINC00485-AC005256.1	LINC00485	AC005256.1
LINC00529-AC005256.1	LINC00529	AC005256.1
LINC00550-AC005256.1	LINC00550	AC005256.1
LINC00558-AC005256.1	LINC00558	AC005256.1
LINC00564-AC005256.1	LINC00564	AC005256.1
LINC00566-AC005256.1	LINC00566	AC005256.1
LINC00615-AC005256.1	LINC00615	AC005256.1
LINC00616-AC005256.1	LINC00616	AC005256.1
LINC00644-AC005256.1	LINC00644	AC005256.1
LINC00645-AC005256.1	LINC00645	AC005256.1
LINC00837-AC005256.1	LINC00837	AC005256.1
LINC00862-AC005256.1	LINC00862	AC005256.1
LINC00901-AC005256.1	LINC00901	AC005256.1
LINC01020-AC005256.1	LINC01020	AC005256.1
LINC01021-AC005256.1	LINC01021	AC005256.1
LINC01087-AC005256.1	LINC01087	AC005256.1
LINC01093-AC005256.1	LINC01093	AC005256.1
LINC01146-AC005256.1	LINC01146	AC005256.1
LINC01233-AC005256.1	LINC01233	AC005256.1
LINC01234-AC005256.1	LINC01234	AC005256.1
LINC01305-AC005256.1	LINC01305	AC005256.1
LINC01419-AC005256.1	LINC01419	AC005256.1
MIR3663HG-AC005256.1	MIR3663HG	AC005256.1
NEXN-AS1-AC005256.1	NEXN-AS1	AC005256.1
OSTM1-AS1-AC005256.1	OSTM1-AS1	AC005256.1
OTX2-AS1-AC005256.1	OTX2-AS1	AC005256.1
POT1-AS1-AC005256.1	POT1-AS1	AC005256.1
POU6F2-AS2-AC005256.1	POU6F2-AS2	AC005256.1
ROR1-AS1-AC005256.1	ROR1-AS1	AC005256.1
RRS1-AS1-AC005256.1	RRS1-AS1	AC005256.1
SOX2-OT-AC005256.1	SOX2-OT	AC005256.1
SPATA42-AC005256.1	SPATA42	AC005256.1
TEX41-AC005256.1	TEX41	AC005256.1
UG0898H09-AC005256.1	UG0898H09	AC005256.1
VAC14-AS1-AC005256.1	VAC14-AS1	AC005256.1
ZFY-AS1-AC005256.1	ZFY-AS1	AC005256.1
AC087501.1-AC005498.3	AC087501.1	AC005498.3
ARHGEF7-AS2-AC005498.3	ARHGEF7-AS2	AC005498.3
ARNTL2-AS1-AC005498.3	ARNTL2-AS1	AC005498.3
BLACAT1-AC005498.3	BLACAT1	AC005498.3
BPESC1-AC005498.3	BPESC1	AC005498.3
CSTF3-AS1-AC005498.3	CSTF3-AS1	AC005498.3
ERVMER61-1-AC005498.3	ERVMER61-1	AC005498.3
FAM155A-IT1-AC005498.3	FAM155A-IT1	AC005498.3
FRY-AS1-AC005498.3	FRY-AS1	AC005498.3
HECW1-IT1-AC005498.3	HECW1-IT1	AC005498.3
HNF4A-AS1-AC005498.3	HNF4A-AS1	AC005498.3
IGFBP7-AS1-AC005498.3	IGFBP7-AS1	AC005498.3
IGSF11-AS1-AC005498.3	IGSF11-AS1	AC005498.3
LIFR-AS1-AC005498.3	LIFR-AS1	AC005498.3
LINC00102-AC005498.3	LINC00102	AC005498.3
LINC00314-AC005498.3	LINC00314	AC005498.3
LINC00323-AC005498.3	LINC00323	AC005498.3
LINC00471-AC005498.3	LINC00471	AC005498.3
LINC00485-AC005498.3	LINC00485	AC005498.3
LINC00550-AC005498.3	LINC00550	AC005498.3
LINC00558-AC005498.3	LINC00558	AC005498.3
LINC00564-AC005498.3	LINC00564	AC005498.3
LINC00837-AC005498.3	LINC00837	AC005498.3
LINC00973-AC005498.3	LINC00973	AC005498.3
LINC01021-AC005498.3	LINC01021	AC005498.3
LINC01093-AC005498.3	LINC01093	AC005498.3
LINC01146-AC005498.3	LINC01146	AC005498.3
LINC01419-AC005498.3	LINC01419	AC005498.3
MIR3663HG-AC005498.3	MIR3663HG	AC005498.3
POT1-AS1-AC005498.3	POT1-AS1	AC005498.3
POU6F2-AS2-AC005498.3	POU6F2-AS2	AC005498.3
UG0898H09-AC005498.3	UG0898H09	AC005498.3
ZFY-AS1-AC005498.3	ZFY-AS1	AC005498.3
ZFY-AS1-AC005523.2	ZFY-AS1	AC005523.2
AC011997.1-AC005838.2	AC011997.1	AC005838.2
AC087501.1-AC005838.2	AC087501.1	AC005838.2
AFAP1-AS1-AC005838.2	AFAP1-AS1	AC005838.2
AP000253.1-AC005838.2	AP000253.1	AC005838.2
ARHGEF7-AS2-AC005838.2	ARHGEF7-AS2	AC005838.2
ARNTL2-AS1-AC005838.2	ARNTL2-AS1	AC005838.2
BLACAT1-AC005838.2	BLACAT1	AC005838.2
BPESC1-AC005838.2	BPESC1	AC005838.2
CADM2-AS1-AC005838.2	CADM2-AS1	AC005838.2
CDKN2B-AS1-AC005838.2	CDKN2B-AS1	AC005838.2
CSTF3-AS1-AC005838.2	CSTF3-AS1	AC005838.2
DAOA-AS1-AC005838.2	DAOA-AS1	AC005838.2
DEPDC1-AS1-AC005838.2	DEPDC1-AS1	AC005838.2
ERVMER61-1-AC005838.2	ERVMER61-1	AC005838.2
FRY-AS1-AC005838.2	FRY-AS1	AC005838.2
GRID1-AS1-AC005838.2	GRID1-AS1	AC005838.2
GRTP1-AS1-AC005838.2	GRTP1-AS1	AC005838.2
GS1-24F4.2-AC005838.2	GS1-24F4.2	AC005838.2
HECW1-IT1-AC005838.2	HECW1-IT1	AC005838.2
HIPK1-AS1-AC005838.2	HIPK1-AS1	AC005838.2
HNF4A-AS1-AC005838.2	HNF4A-AS1	AC005838.2
HOTAIR-AC005838.2	HOTAIR	AC005838.2
IGFBP7-AS1-AC005838.2	IGFBP7-AS1	AC005838.2
IGSF11-AS1-AC005838.2	IGSF11-AS1	AC005838.2
LEMD1-AS1-AC005838.2	LEMD1-AS1	AC005838.2
LIFR-AS1-AC005838.2	LIFR-AS1	AC005838.2
LINC00102-AC005838.2	LINC00102	AC005838.2
LINC00276-AC005838.2	LINC00276	AC005838.2
LINC00290-AC005838.2	LINC00290	AC005838.2
LINC00307-AC005838.2	LINC00307	AC005838.2
LINC00314-AC005838.2	LINC00314	AC005838.2
LINC00320-AC005838.2	LINC00320	AC005838.2
LINC00323-AC005838.2	LINC00323	AC005838.2
LINC00358-AC005838.2	LINC00358	AC005838.2
LINC00403-AC005838.2	LINC00403	AC005838.2
LINC00467-AC005838.2	LINC00467	AC005838.2
LINC00471-AC005838.2	LINC00471	AC005838.2
LINC00485-AC005838.2	LINC00485	AC005838.2
LINC00486-AC005838.2	LINC00486	AC005838.2
LINC00507-AC005838.2	LINC00507	AC005838.2
LINC00550-AC005838.2	LINC00550	AC005838.2
LINC00558-AC005838.2	LINC00558	AC005838.2
LINC00564-AC005838.2	LINC00564	AC005838.2
LINC00566-AC005838.2	LINC00566	AC005838.2
LINC00606-AC005838.2	LINC00606	AC005838.2
LINC00616-AC005838.2	LINC00616	AC005838.2
LINC00624-AC005838.2	LINC00624	AC005838.2
LINC00630-AC005838.2	LINC00630	AC005838.2
LINC00645-AC005838.2	LINC00645	AC005838.2
LINC00665-AC005838.2	LINC00665	AC005838.2
LINC00837-AC005838.2	LINC00837	AC005838.2
LINC00901-AC005838.2	LINC00901	AC005838.2
LINC00973-AC005838.2	LINC00973	AC005838.2
LINC01020-AC005838.2	LINC01020	AC005838.2
LINC01021-AC005838.2	LINC01021	AC005838.2
LINC01087-AC005838.2	LINC01087	AC005838.2
LINC01093-AC005838.2	LINC01093	AC005838.2
LINC01098-AC005838.2	LINC01098	AC005838.2
LINC01102-AC005838.2	LINC01102	AC005838.2
LINC01139-AC005838.2	LINC01139	AC005838.2
LINC01146-AC005838.2	LINC01146	AC005838.2
LINC01233-AC005838.2	LINC01233	AC005838.2
LINC01234-AC005838.2	LINC01234	AC005838.2
LINC01360-AC005838.2	LINC01360	AC005838.2
LINC01393-AC005838.2	LINC01393	AC005838.2
LINC01419-AC005838.2	LINC01419	AC005838.2
MIR3663HG-AC005838.2	MIR3663HG	AC005838.2
NEXN-AS1-AC005838.2	NEXN-AS1	AC005838.2
OSTM1-AS1-AC005838.2	OSTM1-AS1	AC005838.2
OTX2-AS1-AC005838.2	OTX2-AS1	AC005838.2
POT1-AS1-AC005838.2	POT1-AS1	AC005838.2
POU6F2-AS2-AC005838.2	POU6F2-AS2	AC005838.2
ROR1-AS1-AC005838.2	ROR1-AS1	AC005838.2
RRS1-AS1-AC005838.2	RRS1-AS1	AC005838.2
SOX2-OT-AC005838.2	SOX2-OT	AC005838.2
SPATA42-AC005838.2	SPATA42	AC005838.2
ST7-AS2-AC005838.2	ST7-AS2	AC005838.2
STAM-AS1-AC005838.2	STAM-AS1	AC005838.2
TMCC1-AS1-AC005838.2	TMCC1-AS1	AC005838.2
UG0898H09-AC005838.2	UG0898H09	AC005838.2
VAC14-AS1-AC005838.2	VAC14-AS1	AC005838.2
VWA8-AS1-AC005838.2	VWA8-AS1	AC005838.2
ZFY-AS1-AC005838.2	ZFY-AS1	AC005838.2
AC011997.1-AC006538.1	AC011997.1	AC006538.1
AC087501.1-AC006538.1	AC087501.1	AC006538.1
AFAP1-AS1-AC006538.1	AFAP1-AS1	AC006538.1
AP000253.1-AC006538.1	AP000253.1	AC006538.1
ARHGEF7-AS2-AC006538.1	ARHGEF7-AS2	AC006538.1
ARNTL2-AS1-AC006538.1	ARNTL2-AS1	AC006538.1
BDNF-AS-AC006538.1	BDNF-AS	AC006538.1
BLACAT1-AC006538.1	BLACAT1	AC006538.1
BPESC1-AC006538.1	BPESC1	AC006538.1
CADM2-AS1-AC006538.1	CADM2-AS1	AC006538.1
CASC22-AC006538.1	CASC22	AC006538.1
CCDC26-AC006538.1	CCDC26	AC006538.1
CSTF3-AS1-AC006538.1	CSTF3-AS1	AC006538.1
CTD-3080P12.3-AC006538.1	CTD-3080P12.3	AC006538.1
DDX11-AS1-AC006538.1	DDX11-AS1	AC006538.1
DEPDC1-AS1-AC006538.1	DEPDC1-AS1	AC006538.1
ERVMER61-1-AC006538.1	ERVMER61-1	AC006538.1
FRY-AS1-AC006538.1	FRY-AS1	AC006538.1
GS1-24F4.2-AC006538.1	GS1-24F4.2	AC006538.1
HECW1-IT1-AC006538.1	HECW1-IT1	AC006538.1
HIPK1-AS1-AC006538.1	HIPK1-AS1	AC006538.1
HNF4A-AS1-AC006538.1	HNF4A-AS1	AC006538.1
HOTAIR-AC006538.1	HOTAIR	AC006538.1
IGFBP7-AS1-AC006538.1	IGFBP7-AS1	AC006538.1
IGSF11-AS1-AC006538.1	IGSF11-AS1	AC006538.1
KCNJ2-AS1-AC006538.1	KCNJ2-AS1	AC006538.1
LIFR-AS1-AC006538.1	LIFR-AS1	AC006538.1
LINC00102-AC006538.1	LINC00102	AC006538.1
LINC00276-AC006538.1	LINC00276	AC006538.1
LINC00290-AC006538.1	LINC00290	AC006538.1
LINC00307-AC006538.1	LINC00307	AC006538.1
LINC00314-AC006538.1	LINC00314	AC006538.1
LINC00323-AC006538.1	LINC00323	AC006538.1
LINC00337-AC006538.1	LINC00337	AC006538.1
LINC00348-AC006538.1	LINC00348	AC006538.1
LINC00358-AC006538.1	LINC00358	AC006538.1
LINC00403-AC006538.1	LINC00403	AC006538.1
LINC00471-AC006538.1	LINC00471	AC006538.1
LINC00485-AC006538.1	LINC00485	AC006538.1
LINC00550-AC006538.1	LINC00550	AC006538.1
LINC00558-AC006538.1	LINC00558	AC006538.1
LINC00564-AC006538.1	LINC00564	AC006538.1
LINC00566-AC006538.1	LINC00566	AC006538.1
LINC00616-AC006538.1	LINC00616	AC006538.1
LINC00644-AC006538.1	LINC00644	AC006538.1
LINC00837-AC006538.1	LINC00837	AC006538.1
LINC00901-AC006538.1	LINC00901	AC006538.1
LINC01020-AC006538.1	LINC01020	AC006538.1
LINC01021-AC006538.1	LINC01021	AC006538.1
LINC01087-AC006538.1	LINC01087	AC006538.1
LINC01098-AC006538.1	LINC01098	AC006538.1
LINC01146-AC006538.1	LINC01146	AC006538.1
LINC01233-AC006538.1	LINC01233	AC006538.1
LINC01234-AC006538.1	LINC01234	AC006538.1
LINC01419-AC006538.1	LINC01419	AC006538.1
MIR133A1HG-AC006538.1	MIR133A1HG	AC006538.1
MIR3663HG-AC006538.1	MIR3663HG	AC006538.1
NEXN-AS1-AC006538.1	NEXN-AS1	AC006538.1
OSTM1-AS1-AC006538.1	OSTM1-AS1	AC006538.1
OTX2-AS1-AC006538.1	OTX2-AS1	AC006538.1
POT1-AS1-AC006538.1	POT1-AS1	AC006538.1
POU6F2-AS2-AC006538.1	POU6F2-AS2	AC006538.1
RGPD4-AS1-AC006538.1	RGPD4-AS1	AC006538.1
RNF157-AS1-AC006538.1	RNF157-AS1	AC006538.1
ROR1-AS1-AC006538.1	ROR1-AS1	AC006538.1
RRS1-AS1-AC006538.1	RRS1-AS1	AC006538.1
SOX2-OT-AC006538.1	SOX2-OT	AC006538.1
SPATA42-AC006538.1	SPATA42	AC006538.1
STAM-AS1-AC006538.1	STAM-AS1	AC006538.1
UG0898H09-AC006538.1	UG0898H09	AC006538.1
ZFY-AS1-AC006538.1	ZFY-AS1	AC006538.1
AC011997.1-AC007292.3	AC011997.1	AC007292.3
AC067956.1-AC007292.3	AC067956.1	AC007292.3
AC087501.1-AC007292.3	AC087501.1	AC007292.3
AFAP1-AS1-AC007292.3	AFAP1-AS1	AC007292.3
AP000253.1-AC007292.3	AP000253.1	AC007292.3
AP000265.1-AC007292.3	AP000265.1	AC007292.3
ARHGEF7-AS2-AC007292.3	ARHGEF7-AS2	AC007292.3
ARNTL2-AS1-AC007292.3	ARNTL2-AS1	AC007292.3
BDNF-AS-AC007292.3	BDNF-AS	AC007292.3
BLACAT1-AC007292.3	BLACAT1	AC007292.3
BPESC1-AC007292.3	BPESC1	AC007292.3
CADM2-AS1-AC007292.3	CADM2-AS1	AC007292.3
CASC22-AC007292.3	CASC22	AC007292.3
CCDC26-AC007292.3	CCDC26	AC007292.3
CDKN2B-AS1-AC007292.3	CDKN2B-AS1	AC007292.3
CSTF3-AS1-AC007292.3	CSTF3-AS1	AC007292.3
CTD-3080P12.3-AC007292.3	CTD-3080P12.3	AC007292.3
DAOA-AS1-AC007292.3	DAOA-AS1	AC007292.3
DCTN1-AS1-AC007292.3	DCTN1-AS1	AC007292.3
DDX11-AS1-AC007292.3	DDX11-AS1	AC007292.3
DEPDC1-AS1-AC007292.3	DEPDC1-AS1	AC007292.3
DLGAP1-AS3-AC007292.3	DLGAP1-AS3	AC007292.3
DPH6-AS1-AC007292.3	DPH6-AS1	AC007292.3
ERVMER61-1-AC007292.3	ERVMER61-1	AC007292.3
FAM155A-IT1-AC007292.3	FAM155A-IT1	AC007292.3
FRY-AS1-AC007292.3	FRY-AS1	AC007292.3
GRTP1-AS1-AC007292.3	GRTP1-AS1	AC007292.3
GS1-24F4.2-AC007292.3	GS1-24F4.2	AC007292.3
HECW1-IT1-AC007292.3	HECW1-IT1	AC007292.3
HIPK1-AS1-AC007292.3	HIPK1-AS1	AC007292.3
HNF4A-AS1-AC007292.3	HNF4A-AS1	AC007292.3
HOTAIR-AC007292.3	HOTAIR	AC007292.3
IGFBP7-AS1-AC007292.3	IGFBP7-AS1	AC007292.3
IGSF11-AS1-AC007292.3	IGSF11-AS1	AC007292.3
KIAA0087-AC007292.3	KIAA0087	AC007292.3
LEMD1-AS1-AC007292.3	LEMD1-AS1	AC007292.3
LGALS8-AS1-AC007292.3	LGALS8-AS1	AC007292.3
LIFR-AS1-AC007292.3	LIFR-AS1	AC007292.3
LINC00051-AC007292.3	LINC00051	AC007292.3
LINC00102-AC007292.3	LINC00102	AC007292.3
LINC00210-AC007292.3	LINC00210	AC007292.3
LINC00254-AC007292.3	LINC00254	AC007292.3
LINC00276-AC007292.3	LINC00276	AC007292.3
LINC00290-AC007292.3	LINC00290	AC007292.3
LINC00305-AC007292.3	LINC00305	AC007292.3
LINC00307-AC007292.3	LINC00307	AC007292.3
LINC00314-AC007292.3	LINC00314	AC007292.3
LINC00320-AC007292.3	LINC00320	AC007292.3
LINC00323-AC007292.3	LINC00323	AC007292.3
LINC00348-AC007292.3	LINC00348	AC007292.3
LINC00358-AC007292.3	LINC00358	AC007292.3
LINC00403-AC007292.3	LINC00403	AC007292.3
LINC00408-AC007292.3	LINC00408	AC007292.3
LINC00467-AC007292.3	LINC00467	AC007292.3
LINC00471-AC007292.3	LINC00471	AC007292.3
LINC00485-AC007292.3	LINC00485	AC007292.3
LINC00486-AC007292.3	LINC00486	AC007292.3
LINC00504-AC007292.3	LINC00504	AC007292.3
LINC00536-AC007292.3	LINC00536	AC007292.3
LINC00550-AC007292.3	LINC00550	AC007292.3
LINC00558-AC007292.3	LINC00558	AC007292.3
LINC00564-AC007292.3	LINC00564	AC007292.3
LINC00566-AC007292.3	LINC00566	AC007292.3
LINC00615-AC007292.3	LINC00615	AC007292.3
LINC00616-AC007292.3	LINC00616	AC007292.3
LINC00644-AC007292.3	LINC00644	AC007292.3
LINC00645-AC007292.3	LINC00645	AC007292.3
LINC00664-AC007292.3	LINC00664	AC007292.3
LINC00665-AC007292.3	LINC00665	AC007292.3
LINC00671-AC007292.3	LINC00671	AC007292.3
LINC00837-AC007292.3	LINC00837	AC007292.3
LINC00862-AC007292.3	LINC00862	AC007292.3
LINC00901-AC007292.3	LINC00901	AC007292.3
LINC00944-AC007292.3	LINC00944	AC007292.3
LINC00973-AC007292.3	LINC00973	AC007292.3
LINC01020-AC007292.3	LINC01020	AC007292.3
LINC01021-AC007292.3	LINC01021	AC007292.3
LINC01087-AC007292.3	LINC01087	AC007292.3
LINC01098-AC007292.3	LINC01098	AC007292.3
LINC01102-AC007292.3	LINC01102	AC007292.3
LINC01122-AC007292.3	LINC01122	AC007292.3
LINC01139-AC007292.3	LINC01139	AC007292.3
LINC01146-AC007292.3	LINC01146	AC007292.3
LINC01233-AC007292.3	LINC01233	AC007292.3
LINC01234-AC007292.3	LINC01234	AC007292.3
LINC01300-AC007292.3	LINC01300	AC007292.3
LINC01305-AC007292.3	LINC01305	AC007292.3
LINC01360-AC007292.3	LINC01360	AC007292.3
LINC01361-AC007292.3	LINC01361	AC007292.3
LINC01393-AC007292.3	LINC01393	AC007292.3
LINC01419-AC007292.3	LINC01419	AC007292.3
LINC01426-AC007292.3	LINC01426	AC007292.3
MCHR2-AS1-AC007292.3	MCHR2-AS1	AC007292.3
MCM3AP-AS1-AC007292.3	MCM3AP-AS1	AC007292.3
MIR133A1HG-AC007292.3	MIR133A1HG	AC007292.3
MIR3663HG-AC007292.3	MIR3663HG	AC007292.3
MNX1-AS1-AC007292.3	MNX1-AS1	AC007292.3
NEXN-AS1-AC007292.3	NEXN-AS1	AC007292.3
OSTM1-AS1-AC007292.3	OSTM1-AS1	AC007292.3
OTX2-AS1-AC007292.3	OTX2-AS1	AC007292.3
PCAT6-AC007292.3	PCAT6	AC007292.3
POT1-AS1-AC007292.3	POT1-AS1	AC007292.3
POU6F2-AS2-AC007292.3	POU6F2-AS2	AC007292.3
PWRN2-AC007292.3	PWRN2	AC007292.3
RGPD4-AS1-AC007292.3	RGPD4-AS1	AC007292.3
RNF157-AS1-AC007292.3	RNF157-AS1	AC007292.3
ROR1-AS1-AC007292.3	ROR1-AS1	AC007292.3
RRS1-AS1-AC007292.3	RRS1-AS1	AC007292.3
SLC26A4-AS1-AC007292.3	SLC26A4-AS1	AC007292.3
SOX2-OT-AC007292.3	SOX2-OT	AC007292.3
SPATA42-AC007292.3	SPATA42	AC007292.3
ST7-AS2-AC007292.3	ST7-AS2	AC007292.3
ST7-OT4-AC007292.3	ST7-OT4	AC007292.3
STAM-AS1-AC007292.3	STAM-AS1	AC007292.3
TEX41-AC007292.3	TEX41	AC007292.3
UG0898H09-AC007292.3	UG0898H09	AC007292.3
VAC14-AS1-AC007292.3	VAC14-AS1	AC007292.3
VENTXP1-AC007292.3	VENTXP1	AC007292.3
VWA8-AS1-AC007292.3	VWA8-AS1	AC007292.3
WASIR1-AC007292.3	WASIR1	AC007292.3
ZFHX4-AS1-AC007292.3	ZFHX4-AS1	AC007292.3
ZFY-AS1-AC007292.3	ZFY-AS1	AC007292.3
AC011997.1-AC007364.1	AC011997.1	AC007364.1
AC087501.1-AC007364.1	AC087501.1	AC007364.1
AFAP1-AS1-AC007364.1	AFAP1-AS1	AC007364.1
AP000253.1-AC007364.1	AP000253.1	AC007364.1
ARHGEF7-AS2-AC007364.1	ARHGEF7-AS2	AC007364.1
ARNTL2-AS1-AC007364.1	ARNTL2-AS1	AC007364.1
BDNF-AS-AC007364.1	BDNF-AS	AC007364.1
BLACAT1-AC007364.1	BLACAT1	AC007364.1
BPESC1-AC007364.1	BPESC1	AC007364.1
CADM2-AS1-AC007364.1	CADM2-AS1	AC007364.1
CASC6-AC007364.1	CASC6	AC007364.1
CDKN2B-AS1-AC007364.1	CDKN2B-AS1	AC007364.1
CSTF3-AS1-AC007364.1	CSTF3-AS1	AC007364.1
CTD-2194D22.4-AC007364.1	CTD-2194D22.4	AC007364.1
DAOA-AS1-AC007364.1	DAOA-AS1	AC007364.1
DCTN1-AS1-AC007364.1	DCTN1-AS1	AC007364.1
DDX11-AS1-AC007364.1	DDX11-AS1	AC007364.1
DEPDC1-AS1-AC007364.1	DEPDC1-AS1	AC007364.1
ERVMER61-1-AC007364.1	ERVMER61-1	AC007364.1
FAM155A-IT1-AC007364.1	FAM155A-IT1	AC007364.1
FRY-AS1-AC007364.1	FRY-AS1	AC007364.1
GRID1-AS1-AC007364.1	GRID1-AS1	AC007364.1
GRTP1-AS1-AC007364.1	GRTP1-AS1	AC007364.1
