	V1	V2	avg1	avg2	dirct	altb.N	agtb.N	altb.T	agtb.T	p	FDR
AFAP1-AS1-AC007364.1	AFAP1-AS1	AC007364.1	968.28	5.12	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
BLACAT1-AC007364.1	BLACAT1	AC007364.1	980.6	5.12	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
HOTAIR-AC007364.1	HOTAIR	AC007364.1	322.72	5.12	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC00467-AC007364.1	LINC00467	AC007364.1	855.52	5.12	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00630-AC007364.1	LINC00630	AC007364.1	228.44	5.12	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC00973-AC007364.1	LINC00973	AC007364.1	168	5.12	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC01426-AC007364.1	LINC01426	AC007364.1	572.88	5.12	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
MCM3AP-AS1-AC007364.1	MCM3AP-AS1	AC007364.1	363.52	5.12	same	24	1	11	14	0.000101921319381886	0.000509227963166369
RNF157-AS1-AC007364.1	RNF157-AS1	AC007364.1	847.76	5.12	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
WASIR1-AC007364.1	WASIR1	AC007364.1	792.64	5.12	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
AFAP1-AS1-AC007365.3	AFAP1-AS1	AC007365.3	968.28	4.24000000000001	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
BLACAT1-AC007365.3	BLACAT1	AC007365.3	980.6	4.24000000000001	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
DPP10-AS1-AC007365.3	DPP10-AS1	AC007365.3	748.64	4.24000000000001	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
HOTAIR-AC007365.3	HOTAIR	AC007365.3	322.72	4.24000000000001	same	24	1	17	8	0.0232154217451454	0.0838549592376684
PCAT6-AC007365.3	PCAT6	AC007365.3	748.72	4.24000000000001	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
WASIR1-AC007365.3	WASIR1	AC007365.3	792.64	4.24000000000001	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
BLACAT1-AC007389.3	BLACAT1	AC007389.3	980.6	194.64	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
AFAP1-AS1-AC010980.2	AFAP1-AS1	AC010980.2	968.28	76.3599999999999	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
BLACAT1-AC010980.2	BLACAT1	AC010980.2	980.6	76.3599999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
RNF157-AS1-AC010980.2	RNF157-AS1	AC010980.2	847.76	76.3599999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
AFAP1-AS1-AC068831.3	AFAP1-AS1	AC068831.3	968.28	74.04	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
BLACAT1-AC068831.3	BLACAT1	AC068831.3	980.6	74.04	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
DPP10-AS1-AC068831.3	DPP10-AS1	AC068831.3	748.64	74.04	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
RNF157-AS1-AC068831.3	RNF157-AS1	AC068831.3	847.76	74.04	same	25	0	4	21	3.75775430073515e-10	3.06504298415304e-09
CADM2-AS1-AC083843.1	CADM2-AS1	AC083843.1	-9.72	-427.56	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00536-AC083843.1	LINC00536	AC083843.1	-41.6	-427.56	same	24	1	12	13	0.000286752727587379	0.00137969586207909
LINC01087-AC083843.1	LINC01087	AC083843.1	-10.64	-427.56	same	24	1	14	11	0.00192150964097788	0.00848434968769638
BLACAT1-AC099684.1	BLACAT1	AC099684.1	980.6	17.4399999999999	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
DPP10-AS1-AC099684.1	DPP10-AS1	AC099684.1	748.64	17.4399999999999	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
HOTAIR-AC099684.1	HOTAIR	AC099684.1	322.72	17.4399999999999	same	24	1	16	9	0.010580541940289	0.0414919913756488
LINC00467-AC099684.1	LINC00467	AC099684.1	855.52	17.4399999999999	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
AFAP1-AS1-AC139100.2	AFAP1-AS1	AC139100.2	968.28	102.48	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
HOTAIR-AC139100.2	HOTAIR	AC139100.2	322.72	102.48	same	24	1	15	10	0.00461407092132902	0.0193249529931748
POT1-AS1-AC139100.2	POT1-AS1	AC139100.2	223.54	102.48	same	25	0	19	6	0.022289766970618	0.083827089307486
AFAP1-AS1-ACTA2-AS1	AFAP1-AS1	ACTA2-AS1	968.28	79.84	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
BLACAT1-ACTA2-AS1	BLACAT1	ACTA2-AS1	980.6	79.84	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
ANKRD44-IT1-ADAMTS9-AS2	ANKRD44-IT1	ADAMTS9-AS2	-117.46	-464.18	same	24	1	15	10	0.00461407092132902	0.0193249529931748
GRTP1-AS1-ADAMTS9-AS2	GRTP1-AS1	ADAMTS9-AS2	-27.72	-464.18	same	24	1	15	10	0.00461407092132902	0.0193249529931748
INHBA-AS1-ADAMTS9-AS2	INHBA-AS1	ADAMTS9-AS2	-43.04	-464.18	same	24	1	17	8	0.0232154217451454	0.0838549592376684
JAZF1-AS1-ADAMTS9-AS2	JAZF1-AS1	ADAMTS9-AS2	-53.64	-464.18	same	25	0	11	14	9.50561527913961e-06	5.19442506010126e-05
KIAA0087-ADAMTS9-AS2	KIAA0087	ADAMTS9-AS2	-13.86	-464.18	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC00210-ADAMTS9-AS2	LINC00210	ADAMTS9-AS2	-10.64	-464.18	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00309-ADAMTS9-AS2	LINC00309	ADAMTS9-AS2	-5.69999999999999	-464.18	same	25	0	17	8	0.00402912278221531	0.0173806217932915
LINC00624-ADAMTS9-AS2	LINC00624	ADAMTS9-AS2	-13.94	-464.18	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00636-ADAMTS9-AS2	LINC00636	ADAMTS9-AS2	-72	-464.18	same	24	1	13	12	0.000762033491544358	0.00352573056259804
LINC00671-ADAMTS9-AS2	LINC00671	ADAMTS9-AS2	-17.48	-464.18	same	24	1	12	13	0.000286752727587379	0.00137969586207909
LINC01300-ADAMTS9-AS2	LINC01300	ADAMTS9-AS2	-52	-464.18	same	24	1	17	8	0.0232154217451454	0.0838549592376684
BLACAT1-AF131215.4	BLACAT1	AF131215.4	980.6	13.64	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00629-AF131215.4	LINC00629	AF131215.4	145.8	13.64	same	24	1	17	8	0.0232154217451454	0.0838549592376684
BLACAT1-ALKBH3-AS1	BLACAT1	ALKBH3-AS1	980.6	4	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
HOTAIR-ALKBH3-AS1	HOTAIR	ALKBH3-AS1	322.72	4	same	25	0	17	8	0.00402912278221531	0.0173806217932915
LINC01139-ALKBH3-AS1	LINC01139	ALKBH3-AS1	234	4	same	25	0	18	7	0.00962512664640325	0.0390361520408168
POT1-AS1-ALKBH3-AS1	POT1-AS1	ALKBH3-AS1	223.54	4	same	25	0	19	6	0.022289766970618	0.083827089307486
BLACAT1-AP000462.1	BLACAT1	AP000462.1	980.6	88.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
POT1-AS1-AP000462.1	POT1-AS1	AP000462.1	223.54	88.36	same	25	0	19	6	0.022289766970618	0.083827089307486
RNF157-AS1-AP000462.1	RNF157-AS1	AP000462.1	847.76	88.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
BLACAT1-AP001171.1	BLACAT1	AP001171.1	980.6	93.88	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
HOTAIR-AP001171.1	HOTAIR	AP001171.1	322.72	93.88	same	25	0	16	9	0.00163083541184905	0.00738606431437161
LINC00467-AP001171.1	LINC00467	AP001171.1	855.52	93.88	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
POT1-AS1-AP001171.1	POT1-AS1	AP001171.1	223.54	93.88	same	25	0	19	6	0.022289766970618	0.083827089307486
RNF157-AS1-AP001171.1	RNF157-AS1	AP001171.1	847.76	93.88	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
BLACAT1-AP001189.4	BLACAT1	AP001189.4	980.6	10	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC00467-AP001189.4	LINC00467	AP001189.4	855.52	10	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
RNF157-AS1-AP001189.4	RNF157-AS1	AP001189.4	847.76	10	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
BLACAT1-ARHGAP22-IT1	BLACAT1	ARHGAP22-IT1	980.6	18.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC00471-ARHGAP22-IT1	LINC00471	ARHGAP22-IT1	103.32	18.28	same	24	1	16	9	0.010580541940289	0.0414919913756488
LINC00615-ARHGAP22-IT1	LINC00615	ARHGAP22-IT1	59.28	18.28	same	24	1	17	8	0.0232154217451454	0.0838549592376684
POT1-AS1-ARHGAP22-IT1	POT1-AS1	ARHGAP22-IT1	223.54	18.28	same	24	1	17	8	0.0232154217451454	0.0838549592376684
GRTP1-AS1-ASAP1-IT2	GRTP1-AS1	ASAP1-IT2	-27.72	-354.1	same	25	0	16	9	0.00163083541184905	0.00738606431437161
LINC00210-ASAP1-IT2	LINC00210	ASAP1-IT2	-10.64	-354.1	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC00305-ASAP1-IT2	LINC00305	ASAP1-IT2	-21.38	-354.1	same	24	1	14	11	0.00192150964097788	0.00848434968769638
LINC00309-ASAP1-IT2	LINC00309	ASAP1-IT2	-5.69999999999999	-354.1	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00477-ASAP1-IT2	LINC00477	ASAP1-IT2	-53.88	-354.1	same	24	1	12	13	0.000286752727587379	0.00137969586207909
LINC00529-ASAP1-IT2	LINC00529	ASAP1-IT2	-59.92	-354.1	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00536-ASAP1-IT2	LINC00536	ASAP1-IT2	-41.6	-354.1	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00624-ASAP1-IT2	LINC00624	ASAP1-IT2	-13.94	-354.1	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00671-ASAP1-IT2	LINC00671	ASAP1-IT2	-17.48	-354.1	same	24	1	14	11	0.00192150964097788	0.00848434968769638
MAMDC2-AS1-ASAP1-IT2	MAMDC2-AS1	ASAP1-IT2	-12.08	-354.1	same	24	1	14	11	0.00192150964097788	0.00848434968769638
MCHR2-AS1-ASAP1-IT2	MCHR2-AS1	ASAP1-IT2	-25.32	-354.1	same	24	1	16	9	0.010580541940289	0.0414919913756488
NFIA-AS2-ASAP1-IT2	NFIA-AS2	ASAP1-IT2	-22.32	-354.1	same	24	1	13	12	0.000762033491544358	0.00352573056259804
SACS-AS1-ASAP1-IT2	SACS-AS1	ASAP1-IT2	-11.16	-354.1	same	25	0	16	9	0.00163083541184905	0.00738606431437161
BLACAT1-ASH1L-AS1	BLACAT1	ASH1L-AS1	980.6	255.72	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
BLACAT1-ATP6V0E2-AS1	BLACAT1	ATP6V0E2-AS1	980.6	56.48	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
DPP10-AS1-ATP6V0E2-AS1	DPP10-AS1	ATP6V0E2-AS1	748.64	56.48	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
HOTAIR-ATP6V0E2-AS1	HOTAIR	ATP6V0E2-AS1	322.72	56.48	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00467-ATP6V0E2-AS1	LINC00467	ATP6V0E2-AS1	855.52	56.48	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC00973-ATP6V0E2-AS1	LINC00973	ATP6V0E2-AS1	168	56.48	same	25	0	19	6	0.022289766970618	0.083827089307486
BLACAT1-ATXN8OS	BLACAT1	ATXN8OS	980.6	31.52	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC00973-ATXN8OS	LINC00973	ATXN8OS	168	31.52	same	25	0	19	6	0.022289766970618	0.083827089307486
WASIR1-ATXN8OS	WASIR1	ATXN8OS	792.64	31.52	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
BLACAT1-BAIAP2-AS1	BLACAT1	BAIAP2-AS1	980.6	140.56	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
BDNF-AS-BANCR	BDNF-AS	BANCR	-86.8	-685.4	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
CADM2-AS1-BANCR	CADM2-AS1	BANCR	-9.72	-685.4	same	24	1	12	13	0.000286752727587379	0.00137969586207909
DPH6-AS1-BANCR	DPH6-AS1	BANCR	-156.16	-685.4	same	24	1	11	14	0.000101921319381886	0.000509227963166369
EGFLAM-AS4-BANCR	EGFLAM-AS4	BANCR	-10.4000000000001	-685.4	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
GLIS3-AS1-BANCR	GLIS3-AS1	BANCR	-116.64	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
GRTP1-AS1-BANCR	GRTP1-AS1	BANCR	-27.72	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
ISPD-AS1-BANCR	ISPD-AS1	BANCR	-65.76	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
JAZF1-AS1-BANCR	JAZF1-AS1	BANCR	-53.64	-685.4	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
KCNJ2-AS1-BANCR	KCNJ2-AS1	BANCR	-70.68	-685.4	same	24	1	13	12	0.000762033491544358	0.00352573056259804
KIAA0087-BANCR	KIAA0087	BANCR	-13.86	-685.4	same	24	1	8	17	3.04871974639072e-06	1.69066666397167e-05
LIFR-AS1-BANCR	LIFR-AS1	BANCR	-1.5	-685.4	same	25	0	13	12	8.56724043748096e-05	0.000437802262632447
LINC00102-BANCR	LINC00102	BANCR	-7.08000000000001	-685.4	same	24	1	12	13	0.000286752727587379	0.00137969586207909
LINC00210-BANCR	LINC00210	BANCR	-10.64	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
LINC00309-BANCR	LINC00309	BANCR	-5.69999999999999	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
LINC00529-BANCR	LINC00529	BANCR	-59.92	-685.4	same	25	0	7	18	5.32527466618466e-08	3.33539853562811e-07
LINC00536-BANCR	LINC00536	BANCR	-41.6	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
LINC00606-BANCR	LINC00606	BANCR	-19.68	-685.4	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
LINC00624-BANCR	LINC00624	BANCR	-13.94	-685.4	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
LINC00636-BANCR	LINC00636	BANCR	-72	-685.4	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
LINC00671-BANCR	LINC00671	BANCR	-17.48	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
LINC00895-BANCR	LINC00895	BANCR	-20.3	-685.4	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
LINC01087-BANCR	LINC01087	BANCR	-10.64	-685.4	same	25	0	9	16	8.29855302147108e-07	4.76448213445787e-06
LINC01189-BANCR	LINC01189	BANCR	-196	-685.4	same	24	1	12	13	0.000286752727587379	0.00137969586207909
LINC01300-BANCR	LINC01300	BANCR	-52	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
LINC01352-BANCR	LINC01352	BANCR	-31.16	-685.4	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
MAMDC2-AS1-BANCR	MAMDC2-AS1	BANCR	-12.08	-685.4	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
MCHR2-AS1-BANCR	MCHR2-AS1	BANCR	-25.32	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
MEG8-BANCR	MEG8	BANCR	-44.78	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
NFIA-AS2-BANCR	NFIA-AS2	BANCR	-22.32	-685.4	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
PAXBP1-AS1-BANCR	PAXBP1-AS1	BANCR	-15.6	-685.4	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
RGPD4-AS1-BANCR	RGPD4-AS1	BANCR	-70.92	-685.4	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
SACS-AS1-BANCR	SACS-AS1	BANCR	-11.16	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
VWA8-AS1-BANCR	VWA8-AS1	BANCR	-18.12	-685.4	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
HOTAIR-BARX1-AS1	HOTAIR	BARX1-AS1	322.72	70.92	same	25	0	17	8	0.00402912278221531	0.0173806217932915
LINC00467-BARX1-AS1	LINC00467	BARX1-AS1	855.52	70.92	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
LINC01106-BARX1-AS1	LINC01106	BARX1-AS1	634.2	70.92	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
RNF157-AS1-BARX1-AS1	RNF157-AS1	BARX1-AS1	847.76	70.92	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
BLACAT1-BGLT3	BLACAT1	BGLT3	980.6	17.04	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01426-BGLT3	LINC01426	BGLT3	572.88	17.04	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
CASC15-BOLA3-AS1	CASC15	BOLA3-AS1	-6.44	-533.12	same	24	1	12	13	0.000286752727587379	0.00137969586207909
GRTP1-AS1-BOLA3-AS1	GRTP1-AS1	BOLA3-AS1	-27.72	-533.12	same	24	1	17	8	0.0232154217451454	0.0838549592376684
INHBA-AS1-BOLA3-AS1	INHBA-AS1	BOLA3-AS1	-43.04	-533.12	same	24	1	14	11	0.00192150964097788	0.00848434968769638
ISPD-AS1-BOLA3-AS1	ISPD-AS1	BOLA3-AS1	-65.76	-533.12	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC00210-BOLA3-AS1	LINC00210	BOLA3-AS1	-10.64	-533.12	same	25	0	15	10	0.000636423575355729	0.00300878816771196
LINC00305-BOLA3-AS1	LINC00305	BOLA3-AS1	-21.38	-533.12	same	24	1	14	11	0.00192150964097788	0.00848434968769638
LINC00309-BOLA3-AS1	LINC00309	BOLA3-AS1	-5.69999999999999	-533.12	same	25	0	17	8	0.00402912278221531	0.0173806217932915
LINC00529-BOLA3-AS1	LINC00529	BOLA3-AS1	-59.92	-533.12	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC00624-BOLA3-AS1	LINC00624	BOLA3-AS1	-13.94	-533.12	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC00671-BOLA3-AS1	LINC00671	BOLA3-AS1	-17.48	-533.12	same	24	1	10	15	3.40240673880314e-05	0.000176320887271578
LINC00895-BOLA3-AS1	LINC00895	BOLA3-AS1	-20.3	-533.12	same	24	1	16	9	0.010580541940289	0.0414919913756488
LINC01088-BOLA3-AS1	LINC01088	BOLA3-AS1	-244.48	-533.12	same	24	1	16	9	0.010580541940289	0.0414919913756488
LINC01300-BOLA3-AS1	LINC01300	BOLA3-AS1	-52	-533.12	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC01312-BOLA3-AS1	LINC01312	BOLA3-AS1	-34.96	-533.12	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
LY86-AS1-BOLA3-AS1	LY86-AS1	BOLA3-AS1	-85.62	-533.12	same	24	1	12	13	0.000286752727587379	0.00137969586207909
MCHR2-AS1-BOLA3-AS1	MCHR2-AS1	BOLA3-AS1	-25.32	-533.12	same	24	1	17	8	0.0232154217451454	0.0838549592376684
SACS-AS1-BOLA3-AS1	SACS-AS1	BOLA3-AS1	-11.16	-533.12	same	25	0	16	9	0.00163083541184905	0.00738606431437161
SNHG10-BOLA3-AS1	SNHG10	BOLA3-AS1	-53.66	-533.12	same	25	0	11	14	9.50561527913961e-06	5.19442506010126e-05
RNF157-AS1-BSN-AS2	RNF157-AS1	BSN-AS2	847.76	64.6799999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
HOTAIR-C1RL-AS1	HOTAIR	C1RL-AS1	322.72	81.3599999999999	same	24	1	16	9	0.010580541940289	0.0414919913756488
LINC00467-C1RL-AS1	LINC00467	C1RL-AS1	855.52	81.3599999999999	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
LINC00511-C1RL-AS1	LINC00511	C1RL-AS1	802.52	81.3599999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01426-C1RL-AS1	LINC01426	C1RL-AS1	572.88	81.3599999999999	same	24	1	8	17	3.04871974639072e-06	1.69066666397167e-05
WASIR1-C1RL-AS1	WASIR1	C1RL-AS1	792.64	81.3599999999999	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
DPH6-AS1-CADM3-AS1	DPH6-AS1	CADM3-AS1	-156.16	-546.52	same	25	0	16	9	0.00163083541184905	0.00738606431437161
GRTP1-AS1-CADM3-AS1	GRTP1-AS1	CADM3-AS1	-27.72	-546.52	same	25	0	11	14	9.50561527913961e-06	5.19442506010126e-05
INHBA-AS1-CADM3-AS1	INHBA-AS1	CADM3-AS1	-43.04	-546.52	same	24	1	13	12	0.000762033491544358	0.00352573056259804
KIAA0087-CADM3-AS1	KIAA0087	CADM3-AS1	-13.86	-546.52	same	25	0	13	12	8.56724043748096e-05	0.000437802262632447
LINC00210-CADM3-AS1	LINC00210	CADM3-AS1	-10.64	-546.52	same	25	0	13	12	8.56724043748096e-05	0.000437802262632447
LINC00309-CADM3-AS1	LINC00309	CADM3-AS1	-5.69999999999999	-546.52	same	24	1	11	14	0.000101921319381886	0.000509227963166369
LINC00462-CADM3-AS1	LINC00462	CADM3-AS1	-138.22	-546.52	same	24	1	10	15	3.40240673880314e-05	0.000176320887271578
LINC00477-CADM3-AS1	LINC00477	CADM3-AS1	-53.88	-546.52	same	24	1	11	14	0.000101921319381886	0.000509227963166369
LINC00536-CADM3-AS1	LINC00536	CADM3-AS1	-41.6	-546.52	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC00636-CADM3-AS1	LINC00636	CADM3-AS1	-72	-546.52	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
LINC00671-CADM3-AS1	LINC00671	CADM3-AS1	-17.48	-546.52	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
MAMDC2-AS1-CADM3-AS1	MAMDC2-AS1	CADM3-AS1	-12.08	-546.52	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
MCHR2-AS1-CADM3-AS1	MCHR2-AS1	CADM3-AS1	-25.32	-546.52	same	24	1	10	15	3.40240673880314e-05	0.000176320887271578
RGPD4-AS1-CADM3-AS1	RGPD4-AS1	CADM3-AS1	-70.92	-546.52	same	25	0	16	9	0.00163083541184905	0.00738606431437161
VWA8-AS1-CADM3-AS1	VWA8-AS1	CADM3-AS1	-18.12	-546.52	same	24	1	13	12	0.000762033491544358	0.00352573056259804
LINC00467-CASC11	LINC00467	CASC11	855.52	41.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01106-CASC11	LINC01106	CASC11	634.2	41.36	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
RNF157-AS1-CASC11	RNF157-AS1	CASC11	847.76	41.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
LINC00467-CCDC37-AS1	LINC00467	CCDC37-AS1	855.52	25.16	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01139-CCDC37-AS1	LINC01139	CCDC37-AS1	234	25.16	same	24	1	16	9	0.010580541940289	0.0414919913756488
LINC01426-CCDC37-AS1	LINC01426	CCDC37-AS1	572.88	25.16	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
POT1-AS1-CCDC37-AS1	POT1-AS1	CCDC37-AS1	223.54	25.16	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC00467-CEBPA-AS1	LINC00467	CEBPA-AS1	855.52	110.2	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00973-CEP83-AS1	LINC00973	CEP83-AS1	168	1.91999999999996	same	25	0	19	6	0.022289766970618	0.083827089307486
RNF157-AS1-CEP83-AS1	RNF157-AS1	CEP83-AS1	847.76	1.91999999999996	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
LINC01305-CFLAR-AS1	LINC01305	CFLAR-AS1	176.78	44	same	24	1	16	9	0.010580541940289	0.0414919913756488
WASIR1-CHRM3-AS2	WASIR1	CHRM3-AS2	792.64	75.9	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
HOTAIR-CLDN10-AS1	HOTAIR	CLDN10-AS1	322.72	139.12	same	25	0	18	7	0.00962512664640325	0.0390361520408168
HOTAIR-CLIP1-AS1	HOTAIR	CLIP1-AS1	322.72	97.4	same	25	0	15	10	0.000636423575355729	0.00300878816771196
LINC00467-CNTFR-AS1	LINC00467	CNTFR-AS1	855.52	64	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
POT1-AS1-CNTFR-AS1	POT1-AS1	CNTFR-AS1	223.54	64	same	25	0	18	7	0.00962512664640325	0.0390361520408168
HOTAIR-COL18A1-AS1	HOTAIR	COL18A1-AS1	322.72	183.56	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC01426-COLCA1	LINC01426	COLCA1	572.88	148.24	same	24	1	11	14	0.000101921319381886	0.000509227963166369
RNF157-AS1-COLCA1	RNF157-AS1	COLCA1	847.76	148.24	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
WASIR1-COLCA1	WASIR1	COLCA1	792.64	148.24	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
HOTAIR-CPS1-IT1	HOTAIR	CPS1-IT1	322.72	26.5599999999999	same	25	0	16	9	0.00163083541184905	0.00738606431437161
LINC00665-CPS1-IT1	LINC00665	CPS1-IT1	371.04	26.5599999999999	same	24	1	10	15	3.40240673880314e-05	0.000176320887271578
POT1-AS1-CPS1-IT1	POT1-AS1	CPS1-IT1	223.54	26.5599999999999	same	25	0	19	6	0.022289766970618	0.083827089307486
HOTAIR-CSMD2-AS1	HOTAIR	CSMD2-AS1	322.72	26.96	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC01305-CSMD2-AS1	LINC01305	CSMD2-AS1	176.78	26.96	same	24	1	17	8	0.0232154217451454	0.0838549592376684
RNF157-AS1-CSMD2-AS1	RNF157-AS1	CSMD2-AS1	847.76	26.96	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00467-CYB561D2	LINC00467	CYB561D2	855.52	157.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
HOTAIR-CYP1B1-AS1	HOTAIR	CYP1B1-AS1	322.72	74.48	same	24	1	15	10	0.00461407092132902	0.0193249529931748
