,TCGA-GD-A2C5-01,TCGA-CU-A0YN-01,TCGA-BT-A20R-01,TCGA-GC-A3BM-01,TCGA-BL-A13J-01,TCGA-BT-A2LB-01,TCGA-CU-A0YR-01,TCGA-BT-A20W-01,TCGA-GC-A3WC-01,TCGA-BT-A20Q-01,TCGA-GD-A3OP-01,TCGA-BT-A20U-01,TCGA-K4-A3WV-01,TCGA-BT-A2LA-01,TCGA-GD-A3OQ-01,TCGA-BT-A20N-01,TCGA-K4-A54R-01
ENSG00000010327,2838,2873,2497,1328,927,2764,1252,1369,5158,2077,5508,1037,853,1516,1081,695,1836
ENSG00000010361,985,221,943,1138,500,1924,298,457,119,628,1432,278,828,2392,1013,666,746
ENSG00000010379,1,6,2,1,0,2,7,4,6,3,3,3,172,5,2,1,1
ENSG00000010404,3852,5192,4134,3419,4105,6397,3608,2982,3202,6485,8730,2896,2612,5383,11080,1710,2299
ENSG00000010438,198,1562,54,40,844,552,1054,12,10,5,338,79,0,485,1396,1037,564
ENSG00000010539,577,694,605,1122,237,335,611,380,455,391,801,340,754,1558,769,306,257
ENSG00000010610,745,2023,1808,871,428,1556,2576,1463,4581,2429,4133,586,165,416,726,160,2116
ENSG00000010626,327,311,540,589,314,921,207,388,360,387,1016,194,684,389,214,452,332
ENSG00000010671,118,221,246,91,48,250,398,143,603,212,180,69,34,65,39,26,177
ENSG00000010704,933,483,2539,1283,804,1137,1779,470,1330,908,2362,647,1358,96,1449,516,508
ENSG00000010803,2085,1004,1584,2860,680,2079,528,1285,2008,2052,4044,832,1933,4887,1611,819,948
ENSG00000010810,916,2277,3205,728,851,1605,821,1045,1309,1428,1137,402,1101,9299,1239,531,929
ENSG00000010818,2507,3595,3131,3291,2611,1687,1241,1832,2267,3464,3354,2374,2228,1610,5894,3894,1249
ENSG00000010932,41,324,153,8,230,310,9,13,104,377,42,30,21,19,41,116,207
ENSG00000011007,4882,4479,3499,6394,2351,5458,4344,3308,3564,3363,4402,2118,1972,10458,6367,4346,3629
ENSG00000011009,8670,6816,7287,7018,2676,10655,3384,5463,4130,6195,6940,2967,3109,20112,11612,3802,7025
ENSG00000011021,1238,855,663,1082,407,786,594,1080,1088,601,1408,407,1223,2685,800,513,552
ENSG00000011028,4989,5745,15173,2127,3191,7061,2910,2900,5264,4675,7657,2363,4612,7590,4182,3095,10383
ENSG00000011052,45,62,47,65,73,35,73,95,123,43,45,39,98,61,116,105,147
ENSG00000011083,1,41,5,2,0,8,1,2,10,5,5,0,3,25,2,2,6
ENSG00000011105,2148,4369,3463,2794,1254,3912,1358,1768,1330,3175,5066,1286,4304,3312,3190,1177,1714
ENSG00000011114,3385,4400,1796,3062,1070,1026,1930,1449,1919,2546,4536,2125,2712,2075,3821,3093,1202
ENSG00000011132,1196,858,638,1315,421,845,317,539,800,819,1189,368,1152,1372,1065,513,849
ENSG00000011143,800,1035,1041,1658,373,1038,363,696,900,906,1298,591,1911,1042,765,551,777
ENSG00000011198,2051,1895,1886,1027,1131,1113,1846,957,775,912,2817,620,795,556,2719,2222,1225
ENSG00000011201,317,215,568,86,125,392,589,54,317,735,195,235,2261,2752,239,185,616
ENSG00000011243,3134,2235,1738,3455,2827,2587,1270,2150,2271,2228,3547,1132,3612,8080,2511,2672,3543
ENSG00000011258,1315,2138,1334,1950,1139,1406,763,1710,1128,1367,3020,729,1420,2178,1528,1319,623
ENSG00000011260,1776,3589,2807,2924,1302,2319,1789,1983,1736,1897,4240,1583,1790,1936,1976,2213,1602
ENSG00000011275,2660,3218,1593,5475,1090,3000,2579,1920,2762,2193,3378,2383,3313,5273,3439,3337,1399
ENSG00000011295,1615,1580,2849,2207,849,2919,2847,1803,2111,1184,3442,2232,3538,2400,3518,1018,1394
ENSG00000011304,19274,18721,14730,18445,11024,17554,18158,10822,16450,14804,17814,12090,26250,26900,25078,16058,20350
ENSG00000011332,41,155,52,17,17,15,12,33,117,15,20,83,429,2496,58,82,91
ENSG00000011347,97,5120,820,305,2065,196,2075,1504,65,982,1461,212,3146,3280,898,634,579
ENSG00000011376,1115,884,1168,1900,840,2667,1773,936,1618,1615,2789,1559,1235,3065,2096,1420,1454
ENSG00000011405,1982,3713,2265,2482,1010,1521,1805,1402,2665,2315,3448,2157,2380,3020,3305,1275,1304
ENSG00000011422,1234,5364,6719,825,1131,4623,2447,470,976,1321,761,1452,5933,1113,5211,787,3362
ENSG00000011426,4083,4732,2526,3256,1776,2592,3549,2379,3184,933,1748,3484,3059,2775,8893,8872,2605
ENSG00000011451,3966,2926,2928,5141,2030,3471,2690,3631,3538,3449,4413,2169,3579,7576,5055,2813,3042
ENSG00000011454,2950,5217,3515,2268,2398,2388,2740,1604,7496,2356,5383,1767,2341,4905,6919,2576,2720
ENSG00000011465,17932,26340,47964,1738,14261,21338,6887,4874,13008,19945,27722,8439,5602,3254,4029,5259,24108
ENSG00000011478,1281,496,640,970,684,701,686,852,602,669,1181,409,262,614,724,766,753
ENSG00000011485,4245,2370,4209,3211,1389,5035,3232,2408,2996,2610,5215,2054,4275,5400,4499,2642,3484
ENSG00000011523,1299,629,1400,1775,976,1715,686,1022,1932,835,2952,758,1678,3306,813,902,608
ENSG00000011566,4550,1527,3456,4473,1370,2830,4251,2604,1221,1852,5522,1046,2718,1664,4305,3873,1142
ENSG00000011590,14,50,106,18,10,48,14,42,138,32,74,11,27,163,21,49,38
ENSG00000011600,923,1109,4732,478,501,1871,2315,530,2716,1827,1580,656,254,324,393,242,1960
ENSG00000011638,2595,2852,1772,2197,2050,9155,3575,1397,1985,4022,5360,1282,3641,3140,4725,3053,1758
ENSG00000011677,685,0,3919,263,362,565,17,157,398,36,269,150,373,1167,367,0,0
ENSG00000012048,1087,1847,1001,1406,790,1341,1612,1116,1771,718,1445,1704,1060,1421,2718,1421,699
ENSG00000012061,2338,4085,2488,2908,1439,5566,1155,1668,1713,2641,3171,1178,1926,3243,2238,1928,2109
ENSG00000012124,153,113,81,19,10,112,116,169,768,55,186,23,17,23,31,5,20
ENSG00000012171,1158,492,436,27,210,575,100,293,223,1235,961,723,705,421,995,95,910
ENSG00000012174,602,858,2030,1540,1183,2183,1251,698,1569,700,1571,1037,1028,2693,1551,1416,682
ENSG00000012211,1583,518,523,1369,410,4476,428,780,1135,1247,1226,512,3015,462,1252,830,1198
ENSG00000012223,175,24,164,12,16,277,20,450,886,41,113,24,7,66,5,1,6
ENSG00000012232,846,3131,1036,5080,1130,2512,1117,1926,1948,1865,3037,2276,1431,6421,6365,5909,725
ENSG00000012504,0,36,0,0,53,2,54,78,8,2,1191,0,1,0,215,6,0
ENSG00000012660,6717,2882,3422,4599,1371,3119,4610,1806,3550,3036,1616,5051,4756,3056,4654,7044,3619
ENSG00000012779,9512,848,1042,4422,5463,16401,1305,2593,867,2545,12852,579,210,643,5091,2422,559
ENSG00000012817,0,2200,0,6356,221,0,237,276,2,3513,0,0,1,2647,3016,2109,1548
ENSG00000012822,3158,3745,2644,4502,1605,4861,1868,3398,3403,2723,6830,1655,3012,6096,3658,728,2302
ENSG00000012963,2651,4630,2500,2867,961,1778,958,981,2209,1800,2849,1491,2195,5779,2786,1985,1617
ENSG00000012983,4509,4136,3782,3447,2413,2013,2978,1991,2363,2783,4487,1816,3881,3616,4287,2731,2214
ENSG00000013016,2204,922,637,1275,408,1841,934,1511,1708,1178,4664,381,2158,1226,1348,1332,769
ENSG00000013275,7571,4797,13671,5939,2271,10730,5319,3634,3343,5067,5423,2476,8606,113363,5431,6675,4426
ENSG00000013288,4296,2401,2720,4505,1274,4266,2371,1202,3096,3439,7158,2332,4895,1686,4697,2478,1223
ENSG00000013293,2,0,1,0,1,1,0,0,4,1,2,0,64,976,1,0,0
ENSG00000013297,267,86,1642,117,134,404,36,112,116,708,892,63,2480,230,70,20,26
ENSG00000013306,10695,9865,8975,12605,8475,11269,7205,7258,7236,9028,11891,6404,14302,10118,12050,7602,8050
ENSG00000013364,13759,7984,13457,8696,7700,25068,5384,5463,10032,17332,17473,8587,11719,3407,23594,4053,9903
ENSG00000013374,3844,2531,2775,4516,4212,5509,2398,1876,4825,3585,5525,2589,4017,7803,6784,1693,4580
ENSG00000013375,2572,2347,3487,2491,1613,1872,3501,1516,1625,1466,1682,1578,1541,3846,2568,1638,2995
ENSG00000013392,360,227,337,442,207,255,197,166,248,258,433,149,290,970,183,174,355
ENSG00000013441,3972,3798,2411,3347,2593,3796,1816,3276,4143,3253,5167,1689,2953,2648,3676,1999,1452
ENSG00000013503,1550,498,953,1361,528,1042,1093,602,982,652,1238,608,857,1496,1187,687,404
ENSG00000013523,1237,1934,772,2136,575,902,621,767,1539,707,1958,993,1168,1996,1626,1357,1065
ENSG00000013561,2170,1033,1647,2510,1021,3005,1445,1381,2077,2291,2791,1538,4434,2243,3095,1508,892
ENSG00000013563,1241,990,1096,1109,504,1838,560,883,794,886,1867,575,241,1780,1758,470,840
ENSG00000013573,1101,2893,685,2982,712,2004,1930,930,2042,954,1966,1453,3162,3510,1724,1941,1360
ENSG00000013583,1515,2354,3848,1976,1290,3871,1038,1177,1427,1939,4506,1279,1487,1225,3353,3557,1763
ENSG00000013588,8017,10416,62618,7020,4279,9588,24831,2765,1385,10749,27371,9777,17965,329,41609,17200,2222
ENSG00000013619,114,186,273,48,52,63,95,103,390,67,103,223,50,154,72,33,68
ENSG00000013725,94,443,135,155,73,332,272,368,620,490,324,80,289,238,105,28,444
ENSG00000013810,2530,4897,2364,2976,1731,3849,5152,2633,4372,1598,2139,3114,3493,10146,8179,4369,2737
ENSG00000014123,3506,1932,2675,4629,1727,2708,3106,1782,2232,2953,4201,1694,1763,3862,3561,1781,2095
ENSG00000014138,1722,2912,3279,1014,582,2352,975,723,1773,725,1452,1002,1040,3322,2042,1768,1546
ENSG00000014164,1682,1840,1269,2366,1157,2852,1297,1761,1920,1556,3036,949,2768,2618,2206,1251,1380
ENSG00000014216,32327,22395,24155,27888,16454,47853,18025,17332,20719,25015,33446,12811,17914,10002,47141,18870,20657
ENSG00000014257,623,555,347,157,104,270,142,152,250,80,491,65,228,155,330,22,435
ENSG00000014641,8843,5705,8293,5573,3722,10885,6786,5514,6782,6465,8793,4033,13636,10019,8431,9245,4888
ENSG00000014824,3065,2628,2923,4151,1782,2547,2049,1569,2716,2982,5173,2576,1422,8159,4420,1704,1168
ENSG00000014914,1191,1244,505,480,1682,2666,773,482,327,888,1670,321,1115,942,1927,930,1355
ENSG00000014919,2342,1801,1486,1897,1004,2899,1537,1602,2170,1415,2676,1631,1884,3057,2408,1944,955
ENSG00000015133,2582,1189,2457,2885,1274,1332,932,1437,1542,1159,3088,1764,8855,2352,6357,1771,1812
ENSG00000015153,750,524,752,980,589,835,734,478,632,919,854,574,574,852,800,1056,776
ENSG00000015171,4856,3147,6013,3904,3481,5932,1974,3571,3265,3530,8415,1452,3822,3168,6410,6183,3146
ENSG00000015285,226,463,337,164,112,587,353,440,875,483,503,144,52,231,130,63,514
ENSG00000015413,8,26,69,1,34,47,3,6,81,60,60,42,18,7109,2,4,9
ENSG00000015475,6976,1045,2864,2067,999,6043,3637,2776,2043,2131,2832,1723,2545,4169,4778,2323,3350
ENSG00000015479,220,250,219,424,194,132,158,171,361,319,333,179,303,236,248,161,95
ENSG00000015520,31,0,7,4,10,8,5,32,12,5,69,4,13,18,6,18,9
ENSG00000015532,1933,1588,3163,3740,1586,3951,1042,1800,1990,3398,4223,1603,8927,1301,2249,2025,2079
ENSG00000015568,3,0,1,1,0,1,1,1,1,0,0,0,2,0,0,1,0
ENSG00000015592,1,2,0,1,1,6,0,0,15,0,1,1,85,1389,90,2,0
ENSG00000015676,4000,4641,3714,6527,3357,11026,2605,3240,5331,3961,7973,3208,6715,11683,9044,7364,3313
ENSG00000016082,7,4,0,1,7,0,3,0,3,3,386,2,2,1274,5,0,0
ENSG00000016391,488,39,233,209,180,65,176,143,27,64,895,134,86,1253,45,412,118
ENSG00000016402,973,1719,688,3600,1268,1547,1171,1544,1344,712,1987,1442,801,1516,6127,1400,1363
ENSG00000016490,4,3,1,1,0,0,0,2,5,0,0,0,0,10,0,0,1
ENSG00000016602,624,155,9,25208,24,634,1,126,937,18130,9687,133,19,5,1773,91,0
ENSG00000016864,4692,1599,3389,3126,2461,3992,1325,1809,1118,3281,7501,1395,2179,7674,3138,2702,1816
ENSG00000017260,7290,6946,7297,7887,6397,6283,7118,3616,8617,4940,9714,4319,13543,15019,12534,12242,4470
ENSG00000017427,104,7,1428,6,59,32,14,16,87,149,146,23,240,36,11,2,5
ENSG00000017483,412,921,566,136,1180,2603,179,109,699,331,248,520,5153,767,2234,3054,552
ENSG00000017797,21200,9394,7434,3601,8692,16900,36146,26873,4127,6659,56872,4282,7173,4018,11174,6775,2518
ENSG00000018189,639,898,1183,738,794,946,606,707,2303,968,1789,621,3564,4623,1730,972,914
ENSG00000018236,857,105,519,87,361,346,12,25,936,1277,319,972,1282,1763,182,3793,92
ENSG00000018280,510,736,1424,176,474,1492,946,121,355,318,192,361,478,192,298,232,1528
ENSG00000018408,2286,3050,5428,2018,2039,1956,998,1342,2587,2019,3293,1660,3079,3304,8580,1469,1488
ENSG00000018510,3466,2593,3256,3705,1411,3993,3044,1472,1951,2871,3461,2862,4201,3380,7054,4692,1658
ENSG00000018607,0,0,0,1,0,0,0,2,0,0,0,0,1,14,0,0,0
ENSG00000018610,1903,1600,2553,1297,736,778,1198,904,1232,1320,1873,768,1316,2905,1629,619,853
ENSG00000018625,97,14,109,27,127,74,7,106,535,130,332,7,3,12,5,0,1
ENSG00000018699,1264,930,1166,1949,625,2998,1732,902,1202,939,2023,455,1468,1466,1215,1359,917
ENSG00000018869,98,26,77,322,18,183,80,56,31,122,198,5,151,388,161,88,48
ENSG00000019102,13321,191,3305,3629,3050,10948,4358,5515,64,5580,21965,1964,12,483,9382,222,2323
ENSG00000019144,1623,2017,3493,963,519,2439,1008,1491,1026,3037,2594,927,1757,3078,4496,403,1009
ENSG00000019169,37,78,276,3,87,120,2774,28,58,17,284,132,58,10,81,35,1458
ENSG00000019186,1875,5758,51,11711,1698,7844,7897,1099,332,14956,4504,24479,7,86,2380,2325,15803
ENSG00000019485,222,564,159,690,184,935,65,310,518,475,577,412,2196,1602,650,175,323
ENSG00000019505,0,1,12,23,0,0,3,15,0,2,0,3,1193,4959,42,0,0
ENSG00000019549,1331,2746,1038,2643,574,3929,369,422,3286,2206,1038,511,863,302,3987,1472,873
ENSG00000019582,19917,48065,42191,42060,17662,96947,61451,29542,186057,104223,63704,41699,18395,7917,21747,7495,53226
ENSG00000019991,208,84,262,26,116,97,244,101,177,186,352,35,26,501,25,26,34
ENSG00000019995,758,1539,607,692,592,775,780,484,563,838,1273,551,694,2063,1389,815,228
ENSG00000020129,2824,2051,1065,2532,784,1853,838,1809,2744,1660,2713,1071,2431,6588,1382,943,1231
ENSG00000020181,1894,2409,2237,750,923,2268,1306,1602,1042,2474,3795,582,453,1140,1536,541,988
ENSG00000020219,0,0,0,0,0,0,0,0,2,0,1,0,2,4,0,0,0
ENSG00000020256,1023,827,546,1989,1159,1049,1150,681,2025,1279,1463,939,2109,3481,1470,1149,664
ENSG00000020426,623,900,1210,1054,584,836,645,553,786,886,1203,698,2125,1653,1423,1412,1047
ENSG00000020577,449,530,1076,1332,243,544,682,299,480,411,575,221,532,203,2092,964,378
ENSG00000020633,177,1164,202,205,81,562,652,507,1331,391,507,196,40,48,199,46,563
ENSG00000020922,2049,1241,1709,1516,939,1458,2179,1102,1705,1212,2199,1244,1322,1670,2176,1272,1016
ENSG00000021300,316,46,2326,65,267,534,110,1023,89,250,190,104,536,751,248,30,1337
ENSG00000021355,2044,36951,1994,1603,1611,3008,1622,1914,5652,3003,2898,5080,1430,1196,10085,2430,4299
ENSG00000021461,2,3,5,4,4,5,0,1,1,17,1,0,6,1,0,0,0
ENSG00000021488,10,8,10,26,16,13,17,25,7,21,43,2,15,56,1,6,3
ENSG00000021574,2408,1671,2211,1834,1128,1948,1790,1282,1384,1602,2978,1285,2123,4443,1665,1350,933
ENSG00000021645,100,43,36,1311,287,147,53,73,921,767,504,30,302,29,583,527,8
ENSG00000021762,1075,1653,1526,842,530,2271,345,629,870,1362,2007,1374,1357,1344,2375,388,1086
ENSG00000021776,3587,4844,2522,5066,1687,2410,2529,2171,3287,2813,4361,2881,4918,4212,4570,2432,2085
ENSG00000021826,22,346,116,118,18,34,18,7,42,45,65,239,3,967,379,18,21
ENSG00000021852,0,0,1,1,0,0,0,2,0,1,0,1,2,0,1,0,0
ENSG00000022267,1127,854,3237,278,1008,1814,294,543,2837,1524,1807,213,307,10243,203,70,163
ENSG00000022277,6475,5905,4416,7498,2826,6507,5640,3570,4321,5903,8341,2513,3921,6588,5278,3349,3505
ENSG00000022355,0,0,1,0,0,0,0,0,0,0,0,0,0,229,0,0,0
ENSG00000022556,34679,205,4284,2,15,186,3203,12,1978,237,9322,6,8850,5470,13473,2,76
ENSG00000022567,440,1182,721,1197,167,846,819,806,1245,485,580,1780,1529,2209,1085,2213,177
ENSG00000022840,10308,8525,10649,12237,7866,15012,4199,5732,6422,12442,12641,6261,10389,8826,12833,7394,8587
ENSG00000022976,345,299,228,539,270,306,66,416,477,319,849,218,474,750,363,396,189
ENSG00000023041,3106,3342,1858,1198,863,2449,2481,1375,1284,1657,3142,1014,1222,2553,3407,2178,1121
ENSG00000023171,65,142,80,144,32,112,303,98,172,106,74,44,138,299,139,54,108
ENSG00000023191,7753,10826,6874,6391,3111,12712,4883,5182,8858,8745,12247,4998,5448,9010,16287,3142,10873
ENSG00000023228,4536,3024,4104,5658,1418,6392,6999,2269,3486,3701,6517,4476,2048,5301,6481,3062,1548
ENSG00000023287,2976,7627,3539,4108,2177,3154,2569,4746,4355,2851,5816,2306,3212,6221,4973,2971,1966
ENSG00000023318,5062,5703,5176,2762,3549,5243,4731,2544,7848,2487,4659,2631,2747,5684,4415,3079,1929
ENSG00000023330,5132,3375,6149,4882,3349,7436,7197,7143,2003,6508,10680,1712,1995,3547,6319,4535,7143
ENSG00000023445,317,1318,913,302,236,2485,1224,1057,2323,610,742,266,301,93,1169,288,536
ENSG00000023516,2690,4336,2159,2810,1541,2087,3282,1489,4008,4048,4681,2074,1703,2480,4007,1663,718
ENSG00000023572,830,397,481,333,790,619,295,170,429,321,451,185,331,324,447,365,197
ENSG00000023608,390,589,637,790,638,458,290,301,616,824,707,396,1586,1193,746,1692,755
ENSG00000023697,1324,3195,2051,1439,903,2332,1219,483,1882,1121,1818,1332,1294,1703,3605,3299,1540
ENSG00000023734,4772,10588,5620,7325,3168,6951,8277,4155,7024,5160,6512,5045,6440,10065,8452,11115,5072
ENSG00000023839,6,26,8,13,2,8,17,23,1299,22,53,3890,79,6,15,3,41
ENSG00000023892,1473,1493,797,2250,822,2013,421,933,1960,1657,1985,688,1674,364,2682,981,1699
ENSG00000023902,1738,2030,4079,1246,724,3097,1403,1426,2518,1581,1812,839,2406,13868,1701,1365,3030
ENSG00000023909,1808,4140,2071,1767,1486,2087,13304,1383,35233,2690,2028,11554,2373,1450,3691,2133,965
ENSG00000024048,4062,1889,1926,4515,1826,2433,2586,1860,3804,2497,4280,1901,1425,1647,3847,1755,1877
ENSG00000024422,4829,7184,5631,3503,3630,7011,2548,2642,2470,7709,6863,1259,1224,2005,14109,3265,4494
ENSG00000024526,665,714,1062,741,816,745,721,672,913,174,433,905,1205,3838,1767,2375,302
ENSG00000024862,780,721,1018,969,711,758,871,679,1204,976,2170,559,779,3641,909,532,663
ENSG00000025039,414,157,2267,763,517,609,567,306,1120,746,865,262,679,4664,125,1037,181
ENSG00000025156,700,645,804,954,323,472,526,549,848,671,646,533,3557,4863,524,610,724
ENSG00000025293,2512,2542,2831,4264,1955,2610,1578,1396,2320,2934,3719,1779,2432,3779,3512,1925,1257
ENSG00000025423,413,81,497,73,171,670,69,40,206,410,457,109,41,451,62,73,158
ENSG00000025434,392,230,1140,669,1551,2993,1547,1134,1446,894,1797,531,830,1289,1223,715,1207
ENSG00000025708,1775,2791,4570,4843,2294,32865,5212,1249,17004,9441,2238,2012,5728,1658,7749,5048,7329
ENSG00000025770,2608,2282,2130,2816,695,3699,1827,1310,1964,1504,2419,1198,2051,8230,4044,2009,2334
ENSG00000025772,6263,2967,4674,6292,1513,8186,4041,6417,2021,4643,8734,2571,2099,5583,4774,1625,3020
ENSG00000025796,7638,5715,4873,7257,3726,3775,6540,3468,5641,6184,6616,4241,2880,8298,6854,4866,3919
ENSG00000025800,6053,6609,4681,6827,3197,4903,3162,5132,4870,4336,6836,4542,5804,5502,8457,5616,3445
ENSG00000026025,17522,17855,78431,6424,8377,27497,21409,10503,19666,17486,26043,8404,3279,23451,27171,4400,26877
ENSG00000026036,191,124,67,160,63,94,60,94,231,95,177,59,171,143,82,60,137
ENSG00000026103,358,731,845,497,341,549,247,211,884,710,799,265,471,471,2644,247,437
ENSG00000026297,5586,610,3159,6287,1480,3388,1243,1350,1792,2015,2307,866,1883,1351,2562,1471,817
ENSG00000026508,3724,48384,5800,19528,17864,11736,5843,2921,27433,15802,15794,7930,8425,1324,78011,10753,10631
ENSG00000026559,608,1729,12649,1703,956,866,4826,1555,49,2309,7003,246,6499,2104,1208,371,1976
ENSG00000026652,938,645,595,76,174,666,221,145,234,321,355,209,958,1944,1328,145,234
ENSG00000026751,156,543,565,218,149,344,1219,222,2110,1477,513,152,39,27,540,74,691
ENSG00000026950,1474,1200,1518,2715,798,3343,719,1605,5555,2157,2465,990,1733,4168,1741,353,992
ENSG00000027001,1148,1165,794,575,554,1605,1256,314,1032,1222,1671,1191,411,740,1549,665,2643
ENSG00000027075,2046,2848,2513,2340,1554,2217,3810,1776,1703,2026,4039,1151,1784,898,4155,3624,1744
ENSG00000027644,0,7,41,1,2,2,1,0,3,2,1,1,2,29,2,28,10
ENSG00000027697,3271,8680,3457,6271,1938,5142,3049,1874,5562,4192,4598,3350,4319,3853,7186,2882,6619
ENSG00000027847,1485,679,1951,1742,750,2213,1018,1263,1361,1943,2226,956,3467,1894,1527,786,923
ENSG00000027869,283,940,148,257,161,746,297,456,516,206,315,95,141,544,269,662,353
ENSG00000028116,1170,1859,964,810,443,1198,847,650,1461,607,1108,679,1692,849,1327,970,1150
ENSG00000028137,1006,1705,3149,938,467,1929,2308,2200,2829,1619,3010,586,474,892,628,482,1812
ENSG00000028203,2700,2003,3187,3030,2802,2690,1738,1559,2352,4013,4947,1674,3411,3691,5639,4031,2490
ENSG00000028277,133,1780,437,231,137,688,360,350,874,463,420,128,461,894,352,138,127
ENSG00000028310,1747,2280,1272,2440,664,2561,1623,4936,2240,1494,2745,1208,2002,7788,3163,752,1363
ENSG00000028528,7398,4934,5135,7459,4194,5980,2963,2851,6357,9043,9129,4329,3241,8403,8624,3479,5948
ENSG00000028839,1009,857,795,831,712,658,892,529,1115,733,663,633,1218,3824,1517,543,718
ENSG00000029153,967,11305,1416,923,3861,2384,3518,677,724,1720,1658,2808,1968,1069,4159,2514,1778
ENSG00000029363,6307,5877,5260,9493,2676,6080,8874,4917,6603,6154,8785,4160,5278,9895,9293,5094,5018
ENSG00000029364,5188,7343,4850,7013,3491,3341,4245,1526,4837,5565,9324,3155,5309,7729,6268,5206,2935
ENSG00000029534,21,279,59,45,12,38,101,228,34,27,514,25,60,1625,1484,9,32
ENSG00000029559,44,57,19,24,11,36,316,9,20,76,11,14,7,160,21,5,39
ENSG00000029639,753,390,256,741,219,508,532,390,555,325,595,303,432,662,635,319,167
ENSG00000029725,2308,2942,2963,1747,921,1608,1473,1759,2160,1666,3063,1623,2838,3470,2395,1409,1096
ENSG00000029993,4284,8698,4986,3556,1809,5099,6000,4189,2090,1174,4249,9292,3844,13869,11281,3499,4539
ENSG00000030066,1333,5953,2637,2761,2692,2883,2338,2281,3163,2160,3712,3098,2483,8984,4066,2404,2467
ENSG00000030110,1043,1998,1233,1658,749,1493,1421,789,2521,2478,1331,2559,1301,833,3649,1129,3202
ENSG00000030304,1,2,0,20,7,22,3,10,14,0,25,3,2,18,4,5,3
ENSG00000030419,4228,717,3761,3055,2207,2181,1656,2428,1511,2406,5913,1600,944,109,6072,2973,1317
ENSG00000030582,37410,16636,53688,28952,18204,35079,20986,12960,23494,53823,32720,15162,25499,10746,30371,15848,12924
ENSG00000031003,1633,950,731,1631,693,1282,636,1271,1819,1375,3161,551,842,2154,1203,731,559
ENSG00000031081,710,978,1319,657,462,4274,1409,823,1503,886,1432,448,171,1324,702,657,386
ENSG00000031691,843,432,501,510,261,403,407,322,505,373,320,183,314,755,426,458,356
ENSG00000031698,5393,21745,6996,7185,3890,8964,3003,3740,7302,7664,8930,3782,9426,7867,9315,3699,2580
ENSG00000031823,5083,3439,3549,4710,2195,3831,2477,3558,2973,3490,4636,2413,4014,7088,4785,2966,3088
ENSG00000032219,1064,1080,1056,1830,1149,754,1244,877,1017,1143,2667,541,964,1107,1394,1367,750
ENSG00000032389,2408,1222,2411,1651,889,2693,1849,939,1661,1191,1879,1131,3346,3188,2078,1292,1126
ENSG00000032444,6504,3709,1978,4747,1411,5495,2703,2322,4333,2810,5382,2708,4161,6251,4319,2691,2455
ENSG00000032742,532,601,661,296,399,673,496,393,379,544,1001,306,359,1160,528,263,471
ENSG00000033011,825,819,748,1270,323,843,587,475,816,594,1423,682,859,792,1357,725,450
ENSG00000033030,1902,1700,1501,1789,984,915,867,1021,1439,1156,1873,583,1234,1637,1913,855,833
ENSG00000033050,4289,4562,2783,5819,3178,4632,1883,2730,4066,2649,3647,3003,5294,5623,6285,2141,2169
ENSG00000033100,6134,5397,3728,3367,2504,7538,1879,1382,2246,4270,4355,1874,4275,3964,8334,2063,3971
ENSG00000033122,38,22,48,43,7,49,6,18,30,17,55,15,62,1010,18,11,7
ENSG00000033170,2869,1705,1443,1478,635,1858,1124,692,1317,2388,1522,1303,10134,2041,2750,1179,1143
