"","status","family","pval","qval","gene_short_name","num_cells_expressed","use_for_ordering"
"PIP4K2A","OK","negbinomial.size",0.0187796081370428,0.139421185136483,"PIP4K2A",61,FALSE
"CPPED1","OK","negbinomial.size",0.0187864522272885,0.139421185136483,"CPPED1",273,TRUE
"G6PD","OK","negbinomial.size",0.0188241012658472,0.139515087420224,"G6PD",220,FALSE
"NEK1","OK","negbinomial.size",0.0189293743285196,0.140096178493827,"NEK1",36,FALSE
"PPP2R3C","OK","negbinomial.size",0.0189166736679951,0.140096178493827,"PPP2R3C",202,FALSE
"MAP3K1","OK","negbinomial.size",0.0189591434496583,0.140216984321303,"MAP3K1",119,FALSE
"DAB2","OK","negbinomial.size",0.018997043896036,0.140316879520207,"DAB2",24,TRUE
"AKTIP","OK","negbinomial.size",0.0189995621291266,0.140316879520207,"AKTIP",160,TRUE
"SASS6","OK","negbinomial.size",0.0190423107428427,0.140499249100225,"SASS6",37,FALSE
"APLP2","OK","negbinomial.size",0.0190512023616914,0.140499249100225,"APLP2",439,TRUE
"GYPC","OK","negbinomial.size",0.0190972183349405,0.140658507822397,"GYPC",772,TRUE
"VWA5A","OK","negbinomial.size",0.0190997743648364,0.140658507822397,"VWA5A",22,FALSE
"ST7L","OK","negbinomial.size",0.019211878941013,0.141118071353035,"ST7L",77,FALSE
"S100A9","OK","negbinomial.size",0.0191778246518931,0.141118071353035,"S100A9",943,TRUE
"MEF2D","OK","negbinomial.size",0.0192163081435855,0.141118071353035,"MEF2D",80,FALSE
"TMED1","OK","negbinomial.size",0.0191983592043376,0.141118071353035,"TMED1",134,FALSE
"UROS","OK","negbinomial.size",0.0192695058400109,0.141409153342459,"UROS",305,FALSE
"TMED3","OK","negbinomial.size",0.0193143715795809,0.141638724916927,"TMED3",261,FALSE
"PDCL3","OK","negbinomial.size",0.0193668855378952,0.141845068195977,"PDCL3",326,FALSE
"RABL6","OK","negbinomial.size",0.019369713953881,0.141845068195977,"RABL6",113,FALSE
"REXO2","OK","negbinomial.size",0.0193842285891527,0.141851744370305,"REXO2",286,FALSE
"SBNO1","OK","negbinomial.size",0.0193993283677934,0.141862690195897,"SBNO1",151,FALSE
"MARCH3","OK","negbinomial.size",0.0194257061983268,0.141956036605572,"MARCH3",22,FALSE
"PPP2CA","OK","negbinomial.size",0.0195149832235492,0.142508574968607,"PPP2CA",393,FALSE
"NFATC2","OK","negbinomial.size",0.0196974778529184,0.143740587159015,"NFATC2",105,FALSE
"SAFB2","OK","negbinomial.size",0.0197312876646654,0.143886620816175,"SAFB2",188,FALSE
"VPS13A","OK","negbinomial.size",0.0197759445018363,0.144111494944199,"VPS13A",92,FALSE
"HSBP1L1","OK","negbinomial.size",0.0200470983445319,0.145985434034064,"HSBP1L1",84,FALSE
"ALDH16A1","OK","negbinomial.size",0.0201486280110161,0.146622395602844,"ALDH16A1",140,FALSE
"WWP1","OK","negbinomial.size",0.0202108139985392,0.146972362884774,"WWP1",74,FALSE
"FAM222B","OK","negbinomial.size",0.0202619921052829,0.147241849250098,"FAM222B",22,FALSE
"ERLEC1","OK","negbinomial.size",0.0203226754721177,0.147579985949334,"ERLEC1",137,FALSE
"MAP7D1","OK","negbinomial.size",0.0204114505642192,0.148072557924603,"MAP7D1",203,FALSE
"CARS2","OK","negbinomial.size",0.0204189047080533,0.148072557924603,"CARS2",219,TRUE
"SQSTM1","OK","negbinomial.size",0.0204550748167911,0.14823177219562,"SQSTM1",547,FALSE
"RASSF1","OK","negbinomial.size",0.0204801377492994,0.148310330867843,"RASSF1",235,TRUE
"PBRM1","OK","negbinomial.size",0.0207504087263458,0.150163263149434,"PBRM1",117,FALSE
"SYAP1","OK","negbinomial.size",0.0208308550410587,0.15064088513742,"SYAP1",155,FALSE
"PPP3R1","OK","negbinomial.size",0.0208967999244794,0.151013048934492,"PPP3R1",138,FALSE
"TBC1D31","OK","negbinomial.size",0.0209219095114321,0.151089800820785,"TBC1D31",23,FALSE
"TOLLIP","OK","negbinomial.size",0.0210039521887069,0.151577310327914,"TOLLIP",189,FALSE
"TRIM14","OK","negbinomial.size",0.0210669758717268,0.151926987821831,"TRIM14",141,FALSE
"OBFC1","OK","negbinomial.size",0.0211515667765122,0.152326338636373,"OBFC1",201,FALSE
"NAPA","OK","negbinomial.size",0.0211488424394593,0.152326338636373,"NAPA",347,FALSE
"WDR89","OK","negbinomial.size",0.0212030968745824,0.152592059494924,"WDR89",36,FALSE
"EIF2S3","OK","negbinomial.size",0.0212586088990726,0.152886050758296,"EIF2S3",558,FALSE
"CASP8","OK","negbinomial.size",0.021304281355102,0.153003475186642,"CASP8",254,FALSE
"PURA","OK","negbinomial.size",0.0213008528752733,0.153003475186642,"PURA",44,TRUE
"CD69","OK","negbinomial.size",0.0213277118551826,0.153066331194662,"CD69",952,TRUE
"SLAMF1","OK","negbinomial.size",0.0213524857942256,0.153138735806179,"SLAMF1",86,FALSE
"LSS","OK","negbinomial.size",0.0213910341706415,0.153309762427113,"LSS",24,FALSE
"DDB2","OK","negbinomial.size",0.0214172232658378,0.153392035862745,"DDB2",108,FALSE
"SLC9A8","OK","negbinomial.size",0.0214647368014833,0.153626819056876,"SLC9A8",40,FALSE
"SCP2","OK","negbinomial.size",0.021512024369887,0.153754208450433,"SCP2",725,FALSE
"UCK1","OK","negbinomial.size",0.0215082359859863,0.153754208450433,"UCK1",91,FALSE
"TNFAIP8L2","OK","negbinomial.size",0.021606496841079,0.154323663738885,"TNFAIP8L2",265,FALSE
"NMNAT3","OK","negbinomial.size",0.0217870280234874,0.155506590163537,"NMNAT3",15,FALSE
"SMC6","OK","negbinomial.size",0.021831715703846,0.155718968098294,"SMC6",58,FALSE
"ATP9B","OK","negbinomial.size",0.0218659915237563,0.155856841838504,"ATP9B",47,FALSE
"HOXB2","OK","negbinomial.size",0.0219034129266272,0.156016933059337,"HOXB2",102,FALSE
"SEL1L","OK","negbinomial.size",0.0220146314658975,0.156595209363151,"SEL1L",69,FALSE
"EVL","OK","negbinomial.size",0.0220062528695661,0.156595209363151,"EVL",1405,TRUE
"SLC4A10","OK","negbinomial.size",0.0220993967478763,0.157091008375497,"SLC4A10",30,TRUE
"PLCE1","OK","negbinomial.size",0.0221394069403244,0.157268212243667,"PLCE1",14,FALSE
"CEBPG","OK","negbinomial.size",0.0221616887772184,0.157319326459383,"CEBPG",193,FALSE
"ANKLE2","OK","negbinomial.size",0.0221976177229714,0.157360134340684,"ANKLE2",105,FALSE
"AMFR","OK","negbinomial.size",0.0221891085184077,0.157360134340684,"AMFR",69,FALSE
"IFI27","OK","negbinomial.size",0.0222500439866513,0.157624632264131,"IFI27",88,TRUE
"LIX1L","OK","negbinomial.size",0.022356152692194,0.158161438449253,"LIX1L",133,FALSE
"ARL4D","OK","negbinomial.size",0.0223425059415974,0.158161438449253,"ARL4D",26,FALSE
"ECI2","OK","negbinomial.size",0.0223797598209436,0.15822110875444,"ECI2",213,FALSE
"TSPAN5","OK","negbinomial.size",0.0224266034731179,0.158337590397883,"TSPAN5",58,FALSE
"ATXN10","OK","negbinomial.size",0.0224225062682514,0.158337590397883,"ATXN10",333,FALSE
"SNX3","OK","negbinomial.size",0.0224448642560388,0.15835929936534,"SNX3",1231,TRUE
"LMNA","OK","negbinomial.size",0.0225321805043874,0.158743452623399,"LMNA",167,TRUE
"MICAL1","OK","negbinomial.size",0.0225533712308449,0.158743452623399,"MICAL1",146,FALSE
"PTPN6","OK","negbinomial.size",0.0225284203883014,0.158743452623399,"PTPN6",779,TRUE
"ATP5SL","OK","negbinomial.size",0.0225602029907823,0.158743452623399,"ATP5SL",146,FALSE
"XPO5","OK","negbinomial.size",0.0226626006014769,0.159356439023737,"XPO5",22,FALSE
"FASTKD2","OK","negbinomial.size",0.0227182515870311,0.159553765687701,"FASTKD2",66,FALSE
"FN3KRP","OK","negbinomial.size",0.0227212641010966,0.159553765687701,"FN3KRP",149,FALSE
"RRAGC","OK","negbinomial.size",0.0228306741904413,0.16000814888309,"RRAGC",157,TRUE
"ABT1","OK","negbinomial.size",0.0228320028325698,0.16000814888309,"ABT1",309,FALSE
"NMRAL1","OK","negbinomial.size",0.0228316446922694,0.16000814888309,"NMRAL1",94,FALSE
"IFI44","OK","negbinomial.size",0.022855438391986,0.160064816354352,"IFI44",292,FALSE
"UVRAG","OK","negbinomial.size",0.0229522060247387,0.160634633842937,"UVRAG",112,FALSE
"ARRDC3","OK","negbinomial.size",0.0229756238647454,0.160690681194879,"ARRDC3",119,FALSE
"DENND3","OK","negbinomial.size",0.0230272396344863,0.160943736533796,"DENND3",84,FALSE
"EIF5A2","OK","negbinomial.size",0.0230737877242059,0.161161057192243,"EIF5A2",36,FALSE
"PDE6B","OK","negbinomial.size",0.0231591463161088,0.16156152675515,"PDE6B",42,FALSE
"TRAF1","OK","negbinomial.size",0.0231621099442798,0.16156152675515,"TRAF1",75,FALSE
"ARL6IP5","OK","negbinomial.size",0.0232039594512953,0.161745246763441,"ARL6IP5",1202,FALSE
"RPS13","OK","negbinomial.size",0.0232209159179027,0.161755318097454,"RPS13",2553,TRUE
"RAC1","OK","negbinomial.size",0.0232713993789865,0.161997620284446,"RAC1",1161,TRUE
"SIPA1L3","OK","negbinomial.size",0.0232867695441489,0.161997620284446,"SIPA1L3",22,FALSE
"PRPF40A","OK","negbinomial.size",0.0233196503602226,0.162118209304267,"PRPF40A",343,FALSE
"EXOC6","OK","negbinomial.size",0.0233566944388256,0.162267561364473,"EXOC6",68,FALSE
"SERINC5","OK","negbinomial.size",0.0234205057716383,0.162602552720801,"SERINC5",140,TRUE
"RNU12","OK","negbinomial.size",0.0234399821762364,0.162629497095006,"RNU12",176,FALSE
"UBASH3B","OK","negbinomial.size",0.0234883182563316,0.162780710454342,"UBASH3B",41,FALSE
"GPR65","OK","negbinomial.size",0.0234929966660707,0.162780710454342,"GPR65",137,FALSE
"TIPARP","OK","negbinomial.size",0.0235925923898206,0.163362253280909,"TIPARP",75,FALSE
"CHI3L2","OK","negbinomial.size",0.0238093531493625,0.164289524707883,"CHI3L2",106,TRUE
"MFSD10","OK","negbinomial.size",0.0238199583014369,0.164289524707883,"MFSD10",242,FALSE
"BIN3","OK","negbinomial.size",0.0237868985639096,0.164289524707883,"BIN3",131,FALSE
"MT1E","OK","negbinomial.size",0.023835347474514,0.164289524707883,"MT1E",44,FALSE
"MAPK7","OK","negbinomial.size",0.0238367904567536,0.164289524707883,"MAPK7",32,FALSE
"SEC11C","OK","negbinomial.size",0.0237798928310849,0.164289524707883,"SEC11C",433,FALSE
"PROCR","OK","negbinomial.size",0.0237803522972347,0.164289524707883,"PROCR",18,FALSE
"CCNG1","OK","negbinomial.size",0.0239396778391997,0.164889670083999,"CCNG1",434,FALSE
"PI4KB","OK","negbinomial.size",0.023984210654128,0.164929100322489,"PI4KB",134,FALSE
"CLTB","OK","negbinomial.size",0.0240014703573133,0.164929100322489,"CLTB",505,FALSE
"ZNF318","OK","negbinomial.size",0.0239698115458681,0.164929100322489,"ZNF318",46,FALSE
"PMEPA1","OK","negbinomial.size",0.0240086665026407,0.164929100322489,"PMEPA1",15,FALSE
"HINT1","OK","negbinomial.size",0.0240318602817025,0.164979749188673,"HINT1",1693,TRUE
"CPQ","OK","negbinomial.size",0.0241277291694506,0.165528920907257,"CPQ",153,FALSE
"DNAJA3","OK","negbinomial.size",0.0242228964014933,0.16596304587108,"DNAJA3",120,FALSE
"SNTB2","OK","negbinomial.size",0.0242255722130002,0.16596304587108,"SNTB2",34,FALSE
"ZNF264","OK","negbinomial.size",0.0242387532471859,0.16596304587108,"ZNF264",53,FALSE
"SETDB2","OK","negbinomial.size",0.0242632251434766,0.166021595666781,"SETDB2",103,FALSE
"MRPS34","OK","negbinomial.size",0.0243460512695457,0.166479096812343,"MRPS34",556,FALSE
"ZBTB48","OK","negbinomial.size",0.024513641410451,0.167515237633148,"ZBTB48",64,FALSE
"LINC01011","OK","negbinomial.size",0.0245600180097994,0.167722244797766,"LINC01011",23,FALSE
"FCER1A","OK","negbinomial.size",0.024599849161269,0.167774510826497,"FCER1A",55,TRUE
"TMEM123","OK","negbinomial.size",0.0245912025007114,0.167774510826497,"TMEM123",1128,FALSE
"PEMT","OK","negbinomial.size",0.0246331839023797,0.167892053420925,"PEMT",60,FALSE
"PITPNM1","OK","negbinomial.size",0.0246988718251708,0.168229807572097,"PITPNM1",52,FALSE
"CDHR3","OK","negbinomial.size",0.0247265651993368,0.168308499933867,"CDHR3",19,FALSE
"IST1","OK","negbinomial.size",0.0247909828114823,0.16863690069024,"IST1",158,FALSE
"PANK4","OK","negbinomial.size",0.0248681910073182,0.169051822571261,"PANK4",55,FALSE
"PRKAR1B","OK","negbinomial.size",0.0249423278522645,0.169445338660205,"PRKAR1B",39,FALSE
"LPCAT1","OK","negbinomial.size",0.0249646265467563,0.169486409915087,"LPCAT1",142,FALSE
"TYMP","OK","negbinomial.size",0.0249971386599817,0.169596722151132,"TYMP",920,TRUE
"SPOCK2","OK","negbinomial.size",0.0250539361044678,0.169871551168655,"SPOCK2",552,TRUE
"RINT1","OK","negbinomial.size",0.0251443494133637,0.170373798364234,"RINT1",35,FALSE
"ZFYVE28","OK","negbinomial.size",0.0251808680852609,0.17051044960591,"ZFYVE28",63,FALSE
"ZC3H15","OK","negbinomial.size",0.0252390287925129,0.170682614947033,"ZC3H15",489,FALSE
"TTC21A","OK","negbinomial.size",0.0252304960933148,0.170682614947033,"TTC21A",35,FALSE
"BTF3L4","OK","negbinomial.size",0.025293491564525,0.170885812796793,"BTF3L4",316,FALSE
"AC010642.1","OK","negbinomial.size",0.0253018503028623,0.170885812796793,"AC010642.1",214,FALSE
"STX4","OK","negbinomial.size",0.0253570124701255,0.171147524943993,"STX4",265,FALSE
"CIAPIN1","OK","negbinomial.size",0.0254952316279826,0.171969130282408,"CIAPIN1",177,FALSE
"DCTN3","OK","negbinomial.size",0.025559708718978,0.172181293618542,"DCTN3",616,FALSE
"GALT","OK","negbinomial.size",0.025555123857287,0.172181293618542,"GALT",179,TRUE
"BLCAP","OK","negbinomial.size",0.0255843451881691,0.172235992009185,"BLCAP",208,FALSE
"TM7SF3","OK","negbinomial.size",0.0256309722961731,0.172438567164189,"TM7SF3",122,FALSE
"HIST1H2BJ","OK","negbinomial.size",0.0257688020824403,0.173150221517487,"HIST1H2BJ",15,TRUE
"PDDC1","OK","negbinomial.size",0.025769960087758,0.173150221517487,"PDDC1",43,FALSE
"OGFOD3","OK","negbinomial.size",0.0258650085677247,0.173676953859777,"OGFOD3",129,FALSE
"TRIM39","OK","negbinomial.size",0.0259294423238442,0.173885674953728,"TRIM39",147,FALSE
"PVRIG","OK","negbinomial.size",0.0259199522214301,0.173885674953728,"PVRIG",26,FALSE
"TMX1","OK","negbinomial.size",0.0259523072264078,0.173927159226851,"TMX1",274,FALSE
"WWC3","OK","negbinomial.size",0.02597057493383,0.173937800520218,"WWC3",43,FALSE
"TRERF1","OK","negbinomial.size",0.0259980357429207,0.174009959388432,"TRERF1",31,FALSE
"MPC2","OK","negbinomial.size",0.0261691519961917,0.174874258750461,"MPC2",420,FALSE
"RPL8","OK","negbinomial.size",0.0261465541894384,0.174874258750461,"RPL8",2605,FALSE
"RP11-727F15.9","OK","negbinomial.size",0.0261774758256108,0.174874258750461,"RP11-727F15.9",84,FALSE
"RBM15B","OK","negbinomial.size",0.0262172351048272,0.175027738587156,"RBM15B",82,FALSE
"KIAA1328","OK","negbinomial.size",0.0262392938275981,0.175062927725012,"KIAA1328",47,FALSE
"NUDCD1","OK","negbinomial.size",0.0263454296485689,0.175658657528949,"NUDCD1",60,FALSE
"MARCKS","OK","negbinomial.size",0.0264340771425431,0.176024620972183,"MARCKS",74,TRUE
"FUT11","OK","negbinomial.size",0.0264313294319381,0.176024620972183,"FUT11",59,FALSE
"KMT2B","OK","negbinomial.size",0.0264618402617629,0.176097045468835,"KMT2B",39,FALSE
"ATF7IP","OK","negbinomial.size",0.0265065406594961,0.176282019130884,"ATF7IP",114,FALSE
"RP11-421L21.3","OK","negbinomial.size",0.0266345340650826,0.176768747832677,"RP11-421L21.3",51,FALSE
"RP11-16E12.2","OK","negbinomial.size",0.0266574787836571,0.176768747832677,"RP11-16E12.2",15,FALSE
"CCPG1","OK","negbinomial.size",0.0266622432463396,0.176768747832677,"CCPG1",124,FALSE
"SNX29","OK","negbinomial.size",0.0266644841140008,0.176768747832677,"SNX29",82,FALSE
"TK2","OK","negbinomial.size",0.0266181109561199,0.176768747832677,"TK2",39,FALSE
"KIAA0355","OK","negbinomial.size",0.0266994148834186,0.176887864297515,"KIAA0355",70,FALSE
"ZRANB3","OK","negbinomial.size",0.0268234283021725,0.177483953258284,"ZRANB3",15,FALSE
"MAP3K8","OK","negbinomial.size",0.0268136339635799,0.177483953258284,"MAP3K8",153,TRUE
"TADA3","OK","negbinomial.size",0.0268463558231225,0.177523017453089,"TADA3",323,FALSE
"RPS25","OK","negbinomial.size",0.0268941435545028,0.177726317481848,"RPS25",2588,TRUE
"PHF19","OK","negbinomial.size",0.0269120229249804,0.17773183981108,"PHF19",112,FALSE
"M6PR","OK","negbinomial.size",0.0269536289759945,0.177893951241563,"M6PR",586,FALSE
"TNRC6C","OK","negbinomial.size",0.0270073156288862,0.178135539138536,"TNRC6C",128,TRUE
"MCEE","OK","negbinomial.size",0.027033898735151,0.178198164355344,"MCEE",98,FALSE
"JOSD2","OK","negbinomial.size",0.0270593446631151,0.178253219296882,"JOSD2",252,TRUE
"FGR","OK","negbinomial.size",0.0270961887445733,0.178270697935906,"FGR",570,TRUE
"CTBP1","OK","negbinomial.size",0.0270958332228868,0.178270697935906,"CTBP1",146,FALSE
"APEX2","OK","negbinomial.size",0.0271435434591331,0.178423533131878,"APEX2",56,FALSE
"C19orf10","OK","negbinomial.size",0.0271536389605188,0.178423533131878,"C19orf10",576,FALSE
"RELT","OK","negbinomial.size",0.0274539281468132,0.180075807379679,"RELT",132,TRUE
"SEPHS2","OK","negbinomial.size",0.0274294909589334,0.180075807379679,"SEPHS2",230,FALSE
"ATP5O","OK","negbinomial.size",0.0274568981332652,0.180075807379679,"ATP5O",1171,FALSE
"MRPL4","OK","negbinomial.size",0.0274834170096415,0.180136437823093,"MRPL4",233,FALSE
"C7orf60","OK","negbinomial.size",0.0275227689647431,0.180281051987652,"C7orf60",42,FALSE
"SSBP1","OK","negbinomial.size",0.0275434039653942,0.180302960797947,"SSBP1",636,FALSE
"PITHD1","OK","negbinomial.size",0.0275695748714308,0.180361058192773,"PITHD1",358,FALSE
"KDM1B","OK","negbinomial.size",0.0276065995460452,0.180490043928627,"KDM1B",80,FALSE
"MLX","OK","negbinomial.size",0.0276830945733282,0.180876760783626,"MLX",313,FALSE
"ING2","OK","negbinomial.size",0.0277286754873502,0.181061132111514,"ING2",127,FALSE
"CEACAM4","OK","negbinomial.size",0.0277633528436607,0.181174119808319,"CEACAM4",26,TRUE
"NUDT16","OK","negbinomial.size",0.027934870560421,0.181870407483433,"NUDT16",205,TRUE
"GSTA4","OK","negbinomial.size",0.0279334343278272,0.181870407483433,"GSTA4",28,TRUE
"ZHX2","OK","negbinomial.size",0.0279572557725301,0.181870407483433,"ZHX2",52,FALSE
"IFI27L1","OK","negbinomial.size",0.0279292310821872,0.181870407483433,"IFI27L1",46,FALSE
"ZNF331","OK","negbinomial.size",0.0279421361977658,0.181870407483433,"ZNF331",359,FALSE
"ZNF699","OK","negbinomial.size",0.0280034505910059,0.182057345862225,"ZNF699",31,FALSE
"RPS27","OK","negbinomial.size",0.02810562358266,0.182607752473507,"RPS27",2621,TRUE
"SEC61B","OK","negbinomial.size",0.0281597041625701,0.182845202370661,"SEC61B",842,FALSE
"CNFN","OK","negbinomial.size",0.0281946077091312,0.182957914866721,"CNFN",29,TRUE
"IVD","OK","negbinomial.size",0.0282277507212539,0.183059069975893,"IVD",84,FALSE
"LRRC47","OK","negbinomial.size",0.028316910654229,0.183409157951739,"LRRC47",116,FALSE
"LRRK1","OK","negbinomial.size",0.0283152146763186,0.183409157951739,"LRRK1",15,FALSE
"ALDH6A1","OK","negbinomial.size",0.0284140334444666,0.183923985573493,"ALDH6A1",36,FALSE
"RNF34","OK","negbinomial.size",0.0284726212548199,0.18418889233577,"RNF34",150,FALSE
"BCS1L","OK","negbinomial.size",0.0284979180037736,0.184238244850187,"BCS1L",49,FALSE
"MDP1","OK","negbinomial.size",0.0285857356594088,0.184691481695362,"MDP1",93,FALSE
"ST14","OK","negbinomial.size",0.0286305798030361,0.184817807468696,"ST14",21,FALSE
"IRF3","OK","negbinomial.size",0.0286407342605881,0.184817807468696,"IRF3",293,FALSE
"ZC2HC1A","OK","negbinomial.size",0.0287484468640016,0.185285679699079,"ZC2HC1A",40,FALSE
"WIBG","OK","negbinomial.size",0.0287487753886756,0.185285679699079,"WIBG",221,FALSE
"SCIMP","OK","negbinomial.size",0.0288794105222848,0.186012657767996,"SCIMP",215,TRUE
"TMEM161B","OK","negbinomial.size",0.0289668289482132,0.186460550785165,"TMEM161B",36,FALSE
"TMEM150A","OK","negbinomial.size",0.0290877691338518,0.187008172951792,"TMEM150A",50,FALSE
"ARPC2","OK","negbinomial.size",0.0290809448856584,0.187008172951792,"ARPC2",2116,FALSE
"TNFRSF4","OK","negbinomial.size",0.0291956215290558,0.187585915776336,"TNFRSF4",154,TRUE
"ZNF691","OK","negbinomial.size",0.0292290960195115,0.187685353011986,"ZNF691",27,FALSE
"TRAF5","OK","negbinomial.size",0.0292895750944732,0.187957962513949,"TRAF5",125,FALSE
"ARMCX1","OK","negbinomial.size",0.0294849975418141,0.189041781749507,"ARMCX1",16,FALSE
"SCAPER","OK","negbinomial.size",0.0294947237156164,0.189041781749507,"SCAPER",85,TRUE
"CELF1","OK","negbinomial.size",0.0295520258491923,0.189292706115097,"CELF1",253,FALSE
"ZNF431","OK","negbinomial.size",0.0296099501154515,0.189547304974787,"ZNF431",62,FALSE
"CCNG2","OK","negbinomial.size",0.0296625927913598,0.189767802225951,"CCNG2",119,TRUE
"NANS","OK","negbinomial.size",0.0297219067647374,0.189857309084359,"NANS",306,TRUE
"PSMA7","OK","negbinomial.size",0.0297312030815841,0.189857309084359,"PSMA7",1486,FALSE
"SAMSN1","OK","negbinomial.size",0.0296998346810392,0.189857309084359,"SAMSN1",232,FALSE
"ORC4","OK","negbinomial.size",0.0298364882798295,0.190296574790252,"ORC4",141,FALSE
"DPY19L1","OK","negbinomial.size",0.0298295919721642,0.190296574790252,"DPY19L1",20,FALSE
"ZNF780B","OK","negbinomial.size",0.0298680242846223,0.190381269706627,"ZNF780B",30,FALSE
